product_id,product_category_name,units_sold,total_revenue,average_price
PROD_000893,furniture,40,53650.74999999999,1341.2687499999997
PROD_002622,office,31,53613.34,1729.462580645161
PROD_001571,fashion,43,53588.57000000001,1246.2458139534886
PROD_001959,automotive,36,53563.45999999999,1487.8738888888886
PROD_002825,garden,39,53549.97000000001,1373.076153846154
PROD_002760,garden,38,53444.53999999999,1406.4352631578945
PROD_001661,home_appliances,38,53384.76,1404.862105263158
PROD_000363,sports,36,53284.600000000006,1480.127777777778
PROD_001515,food,39,53196.75999999999,1364.0194871794868
PROD_001082,books,41,53149.33,1296.3251219512194
PROD_001072,fashion,36,53079.47000000001,1474.4297222222224
PROD_002897,electronics,38,53034.18000000001,1395.6363157894739
PROD_000267,toys,37,52989.5,1432.1486486486488
PROD_001459,music,36,52891.62,1469.2116666666668
PROD_001669,furniture,42,52616.80000000001,1252.7809523809526
PROD_002603,garden,39,52549.47999999999,1347.422564102564
PROD_000034,office,44,52511.759999999995,1193.4490909090907
PROD_000941,furniture,36,52478.49999999999,1457.7361111111109
PROD_001389,furniture,35,52401.070000000014,1497.173428571429
PROD_001749,fashion,38,52391.7,1378.728947368421
PROD_000876,furniture,42,52386.599999999984,1247.2999999999997
PROD_002774,fashion,40,52318.93,1307.97325
PROD_001075,home_appliances,41,52307.54000000001,1275.7936585365856
PROD_000528,home_appliances,35,52244.420000000006,1492.6977142857145
PROD_001161,music,37,52176.24,1410.1686486486485
PROD_001752,toys,36,52152.68999999999,1448.685833333333
PROD_001094,beauty,41,51850.64,1264.649756097561
PROD_001486,beauty,38,51740.149999999994,1361.582894736842
PROD_002545,furniture,34,51689.63,1520.2832352941175
PROD_000233,books,39,51672.57000000001,1324.9376923076925
PROD_001823,sports,45,51427.919999999984,1142.8426666666662
PROD_001207,food,34,51396.53000000001,1511.662647058824
PROD_002057,sports,41,51379.82,1253.1663414634147
PROD_001162,beauty,37,51332.96000000002,1387.377297297298
PROD_002507,furniture,31,51259.110000000015,1653.5196774193553
PROD_002981,toys,34,51211.50000000001,1506.2205882352944
PROD_001621,books,35,51206.65,1463.047142857143
PROD_000264,furniture,33,51183.829999999994,1551.0251515151513
PROD_002883,toys,34,51153.98,1504.528823529412
PROD_002960,music,40,51090.43000000001,1277.2607500000001
PROD_001257,beauty,34,51076.369999999995,1502.2461764705881
PROD_000775,electronics,40,51071.84,1276.7959999999998
PROD_002350,office,38,51055.74999999999,1343.5723684210525
PROD_002412,furniture,37,50988.51000000001,1378.0678378378382
PROD_001768,home_appliances,42,50983.70000000001,1213.8976190476194
PROD_000910,beauty,39,50889.96000000001,1304.8707692307694
PROD_002669,sports,38,50886.469999999994,1339.117631578947
PROD_000901,furniture,38,50883.479999999996,1339.0389473684208
PROD_002898,computers,37,50877.29,1375.061891891892
PROD_000413,fashion,32,50832.03999999999,1588.5012499999998
PROD_001058,office,40,50659.340000000004,1266.4835
PROD_000167,office,37,50639.75999999999,1368.6421621621619
PROD_000932,electronics,41,50614.560000000005,1234.5014634146344
PROD_000327,electronics,39,50592.56999999999,1297.2453846153844
PROD_000831,automotive,41,50587.979999999996,1233.8531707317072
PROD_000432,computers,42,50578.27999999999,1204.2447619047616
PROD_001691,furniture,32,50555.30000000001,1579.8531250000003
PROD_002727,sports,35,50477.899999999994,1442.225714285714
PROD_002935,electronics,36,50476.03000000001,1402.1119444444448
PROD_001195,computers,36,50464.85999999999,1401.8016666666665
PROD_000016,toys,38,50436.78000000001,1327.2836842105266
PROD_002463,music,31,50412.72,1626.2167741935484
PROD_000596,books,39,50389.62999999998,1292.0417948717945
PROD_002961,fashion,34,50357.88000000001,1481.1141176470592
PROD_001783,automotive,36,50341.609999999986,1398.3780555555552
PROD_002283,health,38,50304.78999999999,1323.8102631578945
PROD_001925,health,39,50219.96000000002,1287.6912820512825
PROD_000551,health,36,50173.43999999999,1393.7066666666663
PROD_001428,automotive,31,50157.11000000001,1617.971290322581
PROD_001583,toys,37,50155.95,1355.5662162162162
PROD_002866,automotive,38,50113.85,1318.7855263157894
PROD_001970,music,41,50098.33999999999,1221.9107317073167
PROD_002200,books,38,50042.64000000001,1316.9115789473685
PROD_000442,food,35,49995.850000000006,1428.4528571428573
PROD_002213,toys,37,49961.119999999995,1350.3005405405404
PROD_001467,health,38,49934.479999999996,1314.0652631578946
PROD_001658,furniture,33,49853.75000000001,1510.7196969696972
PROD_001998,automotive,40,49828.71,1245.71775
PROD_001821,health,37,49764.060000000005,1344.9745945945947
PROD_002083,fashion,32,49652.670000000006,1551.6459375000002
PROD_000412,office,35,49580.45000000001,1416.5842857142861
PROD_000224,health,38,49519.05,1303.1328947368422
PROD_000253,fashion,35,49501.4,1414.3257142857144
PROD_002448,food,32,49490.37999999999,1546.5743749999997
PROD_000653,food,40,49459.91999999999,1236.4979999999998
PROD_000053,office,37,49398.79000000002,1335.102432432433
PROD_000516,music,38,49379.59999999999,1299.4631578947367
PROD_000174,furniture,36,49363.83000000001,1371.2175000000002
PROD_001737,automotive,36,49325.48,1370.1522222222222
PROD_000725,beauty,35,49277.669999999984,1407.933428571428
PROD_002948,health,40,49228.30999999999,1230.7077499999998
PROD_000430,computers,31,49226.07,1587.937741935484
PROD_002413,beauty,34,49201.78,1447.1111764705881
PROD_000561,health,32,49185.69999999999,1537.0531249999997
PROD_001290,automotive,35,49155.66,1404.4474285714286
PROD_000969,furniture,37,49155.64999999999,1328.5310810810806
PROD_001869,toys,35,49144.80000000001,1404.137142857143
PROD_001657,home_appliances,39,49092.13,1258.772564102564
PROD_002979,home_appliances,33,49084.71,1487.4154545454546
PROD_000420,toys,39,49074.16000000002,1258.3117948717954
PROD_002035,books,38,49064.09999999999,1291.1605263157892
PROD_001519,toys,35,49012.58,1400.3594285714287
PROD_000345,beauty,36,48999.38000000001,1361.0938888888893
PROD_000857,garden,38,48993.34,1289.2984210526315
PROD_001083,home_appliances,38,48959.189999999995,1288.399736842105
PROD_001318,automotive,38,48941.68000000001,1287.9389473684212
PROD_000187,toys,40,48918.72000000001,1222.9680000000003
PROD_002660,beauty,39,48917.38999999999,1254.292051282051
PROD_002862,electronics,39,48887.09,1253.5151282051281
PROD_000824,computers,33,48874.91999999999,1481.0581818181815
PROD_000449,furniture,40,48870.159999999996,1221.754
PROD_002481,garden,32,48772.60000000002,1524.1437500000006
PROD_000955,automotive,35,48743.329999999994,1392.6665714285712
PROD_000010,toys,34,48723.04,1433.030588235294
PROD_000638,automotive,33,48709.650000000016,1476.0500000000004
PROD_002784,toys,36,48682.66,1352.2961111111113
PROD_000297,electronics,39,48681.16,1248.2348717948719
PROD_001808,fashion,36,48669.14,1351.9205555555554
PROD_001198,music,37,48594.840000000004,1313.374054054054
PROD_001476,books,40,48590.350000000006,1214.7587500000002
PROD_001163,sports,37,48575.229999999996,1312.844054054054
PROD_001127,garden,35,48562.39999999999,1387.4971428571425
PROD_001404,furniture,29,48554.14,1674.2806896551724
PROD_001977,electronics,35,48541.15,1386.89
PROD_002460,automotive,37,48541.05000000001,1311.9202702702705
PROD_000085,office,35,48536.41,1386.7545714285716
PROD_001756,fashion,37,48489.679999999986,1310.5318918918915
PROD_001948,home_appliances,37,48485.32999999999,1310.414324324324
PROD_000116,home_appliances,38,48479.350000000006,1275.7723684210528
PROD_001431,automotive,37,48467.97999999999,1309.9454054054052
PROD_001860,furniture,33,48458.58,1468.4418181818182
PROD_002162,music,37,48455.41,1309.6056756756757
PROD_001460,electronics,37,48435.189999999995,1309.059189189189
PROD_002557,garden,37,48432.45,1308.9851351351351
PROD_001342,health,35,48377.62999999998,1382.2179999999996
PROD_000246,garden,41,48366.88999999999,1179.6802439024389
PROD_002679,toys,37,48365.81,1307.184054054054
PROD_000097,toys,33,48364.12,1465.579393939394
PROD_002288,garden,30,48316.96,1610.5653333333332
PROD_001786,toys,40,48275.560000000005,1206.8890000000001
PROD_000294,books,31,48275.27,1557.2667741935484
PROD_001582,home_appliances,37,48250.46000000001,1304.0664864864866
PROD_001964,garden,36,48219.92000000001,1339.4422222222227
PROD_002146,books,34,48181.87000000001,1417.113823529412
PROD_002358,beauty,31,48165.00999999999,1553.7099999999996
PROD_001493,food,34,48125.89000000001,1415.4673529411766
PROD_001891,computers,36,48093.619999999995,1335.9338888888888
PROD_000082,home_appliances,36,48074.06000000002,1335.3905555555561
PROD_002512,toys,33,48066.35,1456.5560606060606
PROD_000896,food,34,48063.25,1413.625
PROD_001267,sports,41,48056.21,1172.1026829268292
PROD_001542,automotive,35,48041.430000000015,1372.6122857142861
PROD_000705,computers,34,48038.91999999999,1412.9094117647055
PROD_002867,fashion,31,48037.67,1549.602258064516
PROD_001370,electronics,31,48037.450000000004,1549.5951612903227
PROD_001176,toys,34,48036.75,1412.8455882352941
PROD_002149,health,40,48033.36000000001,1200.8340000000003
PROD_001637,music,35,48027.450000000004,1372.2128571428573
PROD_001383,office,34,48008.399999999994,1412.0117647058821
PROD_001861,computers,34,48003.85,1411.8779411764706
PROD_002687,food,36,47972.72999999999,1332.575833333333
PROD_000890,food,36,47941.40999999999,1331.705833333333
PROD_000949,furniture,40,47924.770000000004,1198.1192500000002
PROD_001871,automotive,39,47921.88,1228.7661538461539
PROD_001603,home_appliances,31,47904.12000000001,1545.2941935483875
PROD_001926,office,37,47898.12,1294.543783783784
PROD_001563,automotive,32,47873.36,1496.0425
PROD_001303,automotive,36,47861.57,1329.4880555555555
PROD_000076,furniture,32,47855.31999999999,1495.4787499999998
PROD_002927,beauty,32,47853.09,1495.4090625
PROD_000836,books,36,47814.94000000001,1328.192777777778
PROD_002860,books,35,47748.01000000001,1364.2288571428574
PROD_000533,furniture,36,47747.27,1326.3130555555554
PROD_000227,computers,38,47736.68,1256.2284210526316
PROD_001866,office,37,47736.17999999999,1290.1670270270267
PROD_001759,fashion,36,47720.520000000004,1325.5700000000002
PROD_001120,music,34,47698.39999999998,1402.8941176470582
PROD_001853,toys,36,47624.1,1322.8916666666667
PROD_002853,food,38,47617.09,1253.0813157894736
PROD_001960,toys,36,47597.99999999999,1322.1666666666665
PROD_000225,fashion,37,47590.07000000001,1286.2181081081083
PROD_000786,music,34,47561.58,1398.8700000000001
PROD_001073,food,31,47498.579999999994,1532.212258064516
PROD_000908,toys,38,47494.09000000001,1249.844473684211
PROD_002841,computers,32,47488.17999999999,1484.0056249999998
PROD_001311,office,36,47472.0,1318.6666666666667
PROD_000488,music,35,47467.86,1356.2245714285714
PROD_001969,books,37,47438.75000000001,1282.1283783783786
PROD_001526,toys,32,47436.65000000001,1482.3953125000003
PROD_002945,toys,38,47417.84999999999,1247.8381578947367
PROD_000644,sports,33,47363.36000000001,1435.2533333333336
PROD_000156,food,36,47334.74,1314.8538888888888
PROD_002925,fashion,35,47328.53,1352.2437142857143
PROD_000784,computers,37,47326.89999999999,1279.105405405405
PROD_002769,food,37,47322.549999999996,1278.9878378378378
PROD_001394,electronics,37,47284.23,1277.9521621621623
PROD_002565,food,33,47261.409999999996,1432.1639393939392
PROD_002842,beauty,32,47249.229999999996,1476.5384374999999
PROD_001647,music,32,47241.76000000001,1476.3050000000003
PROD_000352,music,33,47234.86999999999,1431.3596969696966
PROD_000273,fashion,32,47224.450000000004,1475.7640625000001
PROD_000921,beauty,36,47214.880000000005,1311.5244444444445
PROD_000373,garden,38,47121.21000000002,1240.0318421052636
PROD_002983,automotive,29,47118.65000000001,1624.781034482759
PROD_000055,home_appliances,35,47113.729999999996,1346.1065714285712
PROD_000149,beauty,36,47094.829999999994,1308.1897222222221
PROD_000750,computers,30,47093.83999999999,1569.7946666666662
PROD_002940,garden,37,47060.919999999984,1271.9167567567563
PROD_001517,music,35,47022.74,1343.5068571428571
PROD_001419,beauty,35,47020.579999999994,1343.4451428571426
PROD_002705,toys,34,47017.64000000001,1382.8717647058825
PROD_002308,food,32,46983.950000000004,1468.2484375000001
PROD_001434,toys,33,46973.03,1423.4251515151516
PROD_002235,toys,43,46964.51,1092.1979069767442
PROD_002097,fashion,37,46948.779999999984,1268.8859459459454
PROD_002870,sports,40,46927.8,1173.1950000000002
PROD_001709,home_appliances,34,46926.65999999999,1380.1958823529408
PROD_001816,computers,33,46902.38,1421.2842424242424
PROD_000884,fashion,30,46873.939999999995,1562.4646666666665
PROD_000356,beauty,36,46864.850000000006,1301.801388888889
PROD_000918,toys,34,46839.2,1377.6235294117646
PROD_001746,automotive,34,46828.669999999984,1377.3138235294114
PROD_002919,music,39,46805.689999999995,1200.1458974358973
PROD_000911,automotive,37,46789.89,1264.5916216216217
PROD_000794,garden,34,46789.259999999995,1376.1547058823528
PROD_000675,music,35,46778.130000000005,1336.518
PROD_000302,music,35,46742.50000000001,1335.5000000000002
PROD_002922,music,35,46719.35,1334.8385714285714
PROD_000133,furniture,36,46698.62999999999,1297.1841666666664
PROD_002856,food,33,46680.509999999995,1414.560909090909
PROD_001662,computers,28,46629.10999999999,1665.325357142857
PROD_000103,books,34,46622.32,1371.244705882353
PROD_002374,garden,35,46622.0,1332.057142857143
PROD_001939,toys,30,46605.59,1553.5196666666666
PROD_001595,toys,38,46597.45,1226.2486842105263
PROD_000310,fashion,36,46574.67999999999,1293.741111111111
PROD_000494,garden,32,46562.64,1455.0825
PROD_002118,toys,34,46558.09,1369.355588235294
PROD_001795,electronics,34,46549.659999999996,1369.1076470588234
PROD_000722,sports,38,46548.81,1224.9686842105264
PROD_001911,toys,35,46548.159999999996,1329.9474285714284
PROD_001411,electronics,34,46541.53,1368.8685294117647
PROD_000366,home_appliances,32,46531.66,1454.114375
PROD_000990,health,36,46525.530000000006,1292.3758333333335
PROD_001631,electronics,37,46502.630000000005,1256.827837837838
PROD_000557,health,36,46456.72,1290.4644444444446
PROD_002496,toys,32,46455.23000000002,1451.7259375000006
PROD_000524,automotive,35,46438.41000000001,1326.8117142857145
PROD_000424,automotive,32,46411.76,1450.3675
PROD_000454,books,35,46408.56999999999,1325.9591428571428
PROD_000867,automotive,38,46400.17999999999,1221.0573684210524
PROD_002833,music,34,46395.399999999994,1364.570588235294
PROD_002928,garden,37,46394.57999999998,1253.907567567567
PROD_001545,beauty,33,46357.979999999996,1404.7872727272727
PROD_000945,beauty,33,46356.19,1404.7330303030303
PROD_000455,fashion,39,46333.399999999994,1188.0358974358974
PROD_002287,garden,33,46325.96,1403.8169696969696
PROD_000315,health,41,46322.64999999999,1129.8207317073168
PROD_001881,garden,31,46303.299999999996,1493.6548387096773
PROD_001376,furniture,36,46295.30000000001,1285.9805555555558
PROD_001616,home_appliances,34,46294.469999999994,1361.6020588235292
PROD_001347,books,30,46260.38999999999,1542.0129999999997
PROD_000661,automotive,36,46248.56999999999,1284.6825
PROD_001842,electronics,34,46231.19000000002,1359.7408823529418
PROD_002738,furniture,33,46215.76999999999,1400.4778787878786
PROD_002535,food,33,46160.04000000002,1398.7890909090916
PROD_000822,health,32,46144.35999999999,1442.0112499999998
PROD_002249,fashion,41,46132.07999999999,1125.1726829268289
PROD_000123,home_appliances,43,46099.57,1072.083023255814
PROD_002838,garden,33,46090.37999999999,1396.6781818181814
PROD_000083,health,31,46081.71,1486.5067741935484
PROD_001802,health,32,46069.419999999984,1439.6693749999995
PROD_001454,home_appliances,33,46058.84000000001,1395.7224242424245
PROD_000521,toys,36,46042.060000000005,1278.9461111111113
PROD_000468,computers,31,46042.049999999996,1485.2274193548385
PROD_000534,garden,38,46018.369999999995,1211.0097368421052
PROD_000985,health,41,45966.68,1121.138536585366
PROD_002215,food,34,45960.52999999999,1351.780294117647
PROD_001708,office,31,45937.25999999999,1481.8470967741932
PROD_000478,computers,31,45928.380000000005,1481.5606451612905
PROD_001180,toys,34,45916.59,1350.4879411764705
PROD_001096,fashion,36,45912.020000000004,1275.333888888889
PROD_002441,furniture,34,45908.55999999998,1350.251764705882
PROD_001412,music,38,45900.73999999999,1207.9142105263156
PROD_000762,music,38,45885.07,1207.5018421052632
PROD_000479,electronics,31,45872.00999999997,1479.7422580645152
PROD_002552,music,37,45871.19,1239.761891891892
PROD_000777,fashion,34,45864.84,1348.965882352941
PROD_001824,fashion,33,45859.749999999985,1389.6893939393935
PROD_001700,sports,32,45840.52999999999,1432.5165624999997
PROD_002076,computers,36,45837.33999999998,1273.259444444444
PROD_000230,books,33,45836.77999999999,1388.993333333333
PROD_001216,computers,36,45822.57000000001,1272.8491666666669
PROD_001296,furniture,36,45793.100000000006,1272.0305555555558
PROD_000318,garden,36,45770.979999999996,1271.416111111111
PROD_000887,garden,31,45753.88999999999,1475.9319354838708
PROD_002804,garden,34,45724.799999999996,1344.8470588235293
PROD_002878,books,32,45664.310000000005,1427.0096875000002
PROD_001472,beauty,33,45639.45999999999,1383.0139393939392
PROD_002271,toys,32,45624.0,1425.75
PROD_001834,beauty,32,45617.770000000004,1425.5553125000001
PROD_002855,furniture,34,45615.16000000001,1341.6223529411768
PROD_000279,toys,37,45614.73,1232.8305405405406
PROD_000397,books,38,45613.58,1200.3573684210526
PROD_001393,office,33,45609.14000000001,1382.0951515151517
PROD_000329,toys,32,45599.119999999995,1424.9724999999999
PROD_001279,sports,33,45592.65999999999,1381.5957575757573
PROD_000839,furniture,35,45545.96,1301.3131428571428
PROD_000197,garden,34,45545.7,1339.5794117647058
PROD_001966,music,33,45529.13,1379.670606060606
PROD_002997,home_appliances,34,45528.87,1339.084411764706
PROD_002123,fashion,34,45511.71000000001,1338.5797058823532
PROD_000483,fashion,30,45483.41,1516.1136666666669
PROD_001667,sports,34,45423.44000000002,1335.9835294117652
PROD_002351,furniture,31,45416.13000000001,1465.0364516129036
PROD_000195,beauty,36,45409.95,1261.3874999999998
PROD_000695,music,34,45408.340000000004,1335.539411764706
PROD_001322,furniture,34,45375.030000000006,1334.5597058823532
PROD_002594,furniture,39,45349.06,1162.7964102564101
PROD_002821,furniture,37,45345.13999999999,1225.5443243243242
PROD_001168,food,38,45335.13999999999,1193.0299999999997
PROD_001332,garden,34,45306.98,1332.5582352941178
PROD_000114,automotive,33,45301.34999999999,1372.7681818181816
PROD_000193,office,35,45300.02,1294.2862857142857
PROD_001278,toys,36,45273.63999999999,1257.6011111111109
PROD_002688,music,35,45258.96,1293.1131428571427
PROD_000873,automotive,33,45244.829999999994,1371.0554545454543
PROD_001706,office,38,45190.049999999996,1189.211842105263
PROD_000066,automotive,31,45184.5,1457.5645161290322
PROD_001547,food,37,45157.439999999995,1220.4713513513511
PROD_000127,books,31,45151.95000000001,1456.5145161290327
PROD_002183,electronics,29,45141.78999999999,1556.6134482758619
PROD_002776,electronics,31,45078.469999999994,1454.144193548387
PROD_001325,automotive,33,45064.38999999999,1365.5875757575755
PROD_002745,beauty,33,45049.49,1365.1360606060605
PROD_001358,books,31,45039.75,1452.8951612903227
PROD_001533,computers,32,45038.26,1407.445625
PROD_001870,sports,35,45026.42,1286.4691428571427
PROD_002749,furniture,34,44996.54,1323.4276470588236
PROD_002006,sports,33,44988.94,1363.3012121212123
PROD_001185,sports,36,44966.25000000001,1249.0625000000002
PROD_000079,books,39,44964.40000000001,1152.9333333333336
PROD_001456,food,33,44872.58,1359.7751515151515
PROD_001885,home_appliances,34,44872.16,1319.769411764706
PROD_002285,home_appliances,34,44867.18000000001,1319.6229411764707
PROD_000930,health,34,44836.35999999999,1318.716470588235
PROD_002782,food,33,44834.84,1358.631515151515
PROD_001822,books,34,44834.799999999996,1318.670588235294
PROD_001166,automotive,40,44833.28999999999,1120.83225
PROD_002497,office,33,44831.079999999994,1358.5175757575755
PROD_001558,books,35,44803.009999999995,1280.0859999999998
PROD_000605,office,38,44795.60000000001,1178.8315789473688
PROD_000171,books,31,44768.14,1444.1335483870967
PROD_001758,office,32,44722.389999999985,1397.5746874999995
PROD_000895,fashion,33,44707.82000000001,1354.7824242424244
PROD_001520,automotive,31,44706.09999999999,1442.1322580645158
PROD_000051,sports,32,44700.34,1396.885625
PROD_002827,electronics,34,44699.13,1314.680294117647
PROD_001990,furniture,35,44668.72,1276.249142857143
PROD_000062,toys,35,44666.84000000001,1276.195428571429
PROD_000612,computers,30,44642.48000000002,1488.0826666666674
PROD_002629,beauty,36,44641.3,1240.0361111111113
PROD_002662,beauty,31,44634.11,1439.81
PROD_002417,furniture,37,44633.73000000001,1206.3170270270273
PROD_002500,garden,32,44631.58,1394.736875
PROD_001368,food,32,44621.27999999999,1394.4149999999997
PROD_000651,food,32,44562.119999999995,1392.5662499999999
PROD_001105,sports,26,44552.55999999999,1713.5599999999997
PROD_000879,furniture,33,44548.90000000001,1349.966666666667
PROD_002175,office,38,44547.02,1172.29
PROD_001537,books,34,44545.76000000001,1310.1694117647062
PROD_001357,books,34,44516.13999999999,1309.2982352941174
PROD_000806,sports,35,44507.40000000001,1271.6400000000003
PROD_000307,books,32,44497.87,1390.5584375
PROD_002258,music,34,44490.75,1308.5514705882354
PROD_002447,music,34,44448.1,1307.2970588235294
PROD_001464,electronics,38,44407.179999999986,1168.6099999999997
PROD_002312,fashion,32,44360.65000000001,1386.2703125000003
PROD_001983,electronics,31,44314.02,1429.484516129032
PROD_002263,garden,34,44305.98999999999,1303.1173529411763
PROD_000208,toys,31,44293.39000000001,1428.8190322580647
PROD_002494,garden,31,44292.92,1428.803870967742
PROD_002773,music,36,44258.740000000005,1229.4094444444445
PROD_002680,health,34,44249.88000000001,1301.4670588235297
PROD_000164,beauty,33,44239.16,1340.5806060606062
PROD_001765,garden,30,44217.759999999995,1473.9253333333331
PROD_001101,office,36,44217.469999999994,1228.2630555555554
PROD_001229,health,38,44210.1,1163.4236842105263
PROD_002138,computers,35,44209.42,1263.1262857142856
PROD_001066,books,32,44196.70999999999,1381.1471874999997
PROD_002415,electronics,30,44195.56999999999,1473.1856666666665
PROD_000977,electronics,27,44189.17,1636.635925925926
PROD_001298,sports,36,44165.9,1226.8305555555555
PROD_000094,sports,32,44164.36999999999,1380.1365624999996
PROD_001646,toys,37,44158.91,1193.4840540540542
PROD_000277,computers,31,44148.87999999998,1424.157419354838
PROD_000756,electronics,32,44136.84000000001,1379.2762500000003
PROD_000484,toys,34,44133.869999999995,1298.0549999999998
PROD_000319,music,30,44122.920000000006,1470.7640000000001
PROD_000011,office,32,44111.77999999999,1378.4931249999997
PROD_000864,health,34,44102.63,1297.1361764705882
PROD_001645,home_appliances,31,44102.46,1422.66
PROD_001380,beauty,36,44097.240000000005,1224.9233333333334
PROD_001233,furniture,31,44075.78,1421.7993548387096
PROD_002261,sports,38,44071.53999999999,1159.7773684210524
PROD_002089,food,28,44070.63000000001,1573.9510714285718
PROD_002120,books,36,44067.729999999996,1224.103611111111
PROD_002663,fashion,33,44039.21000000001,1334.5215151515154
PROD_002498,automotive,41,44030.07000000001,1073.9041463414635
PROD_001568,garden,29,44021.219999999994,1517.9731034482757
PROD_001790,toys,29,44001.740000000005,1517.301379310345
PROD_002670,furniture,35,43998.94,1257.1125714285715
PROD_000358,health,34,43976.7,1293.4323529411763
PROD_002920,fashion,39,43975.09,1127.56641025641
PROD_000464,office,37,43974.32999999999,1188.495405405405
PROD_001890,furniture,32,43960.86,1373.776875
PROD_001392,books,35,43950.06999999999,1255.7162857142855
PROD_000766,furniture,28,43936.17,1569.1489285714285
PROD_000250,office,37,43926.49,1187.2024324324325
PROD_001934,sports,36,43922.27000000002,1220.063055555556
PROD_002045,fashion,34,43904.420000000006,1291.3064705882355
PROD_002714,computers,34,43891.83,1290.9361764705882
PROD_002347,garden,37,43875.54000000001,1185.8254054054057
PROD_002991,fashion,36,43841.75000000001,1217.8263888888891
PROD_001665,sports,31,43832.740000000005,1413.95935483871
PROD_001334,music,38,43821.85999999999,1153.206842105263
PROD_001034,health,37,43805.17000000001,1183.9235135135139
PROD_000898,sports,34,43788.51000000001,1287.8973529411767
PROD_000858,home_appliances,37,43783.03999999999,1183.3254054054053
PROD_002628,toys,31,43779.64,1412.2464516129032
PROD_000588,food,38,43760.69,1151.597105263158
PROD_001206,books,34,43757.119999999995,1286.9741176470586
PROD_001933,office,41,43736.579999999994,1066.7458536585364
PROD_002314,fashion,30,43722.14,1457.4046666666666
PROD_002614,toys,35,43681.31,1248.0374285714286
PROD_002311,garden,31,43673.71,1408.8293548387096
PROD_001057,health,31,43623.09,1407.196451612903
PROD_002754,computers,35,43622.950000000004,1246.3700000000001
PROD_001606,toys,37,43621.98,1178.9724324324325
PROD_000968,garden,34,43603.28,1282.449411764706
PROD_001711,fashion,34,43586.07000000001,1281.9432352941178
PROD_002376,books,33,43580.37000000001,1320.617272727273
PROD_000266,home_appliances,35,43574.65000000001,1244.9900000000002
PROD_000586,electronics,30,43556.24,1451.8746666666666
PROD_001780,health,33,43546.32000000001,1319.5854545454547
PROD_001877,fashion,32,43539.53,1360.6103125
