customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
CUST_000076,UNIQ_000076,23947,aracaju,SE
CUST_000077,UNIQ_000077,93748,belem,PA
CUST_000078,UNIQ_000078,89818,aracaju,SE
CUST_000079,UNIQ_000079,30032,manaus,AM
CUST_000080,UNIQ_000080,31174,florianopolis,SC
CUST_000081,UNIQ_000081,79514,maceio,AL
CUST_000082,UNIQ_000082,88504,sao paulo,SP
CUST_000083,UNIQ_000083,74042,goiania,GO
CUST_000084,UNIQ_000084,24662,sao paulo,SP
CUST_000085,UNIQ_000085,50306,florianopolis,SC
CUST_000086,UNIQ_000086,17592,recife,PE
CUST_000087,UNIQ_000087,84364,recife,PE
CUST_000088,UNIQ_000088,21226,belo horizonte,MG
CUST_000089,UNIQ_000089,19071,joao pessoa,PB
CUST_000090,UNIQ_000090,26483,maceio,AL
CUST_000091,UNIQ_000091,96474,fortaleza,CE
CUST_000092,UNIQ_000092,82063,joao pessoa,PB
CUST_000093,UNIQ_000093,44741,curitiba,PR
CUST_000094,UNIQ_000094,89507,aracaju,SE
CUST_000095,UNIQ_000095,37760,teresina,PI
CUST_000096,UNIQ_000096,36365,maceio,AL
CUST_000097,UNIQ_000097,62296,belem,PA
CUST_000098,UNIQ_000098,67422,florianopolis,SC
CUST_000099,UNIQ_000099,69177,aracaju,SE
CUST_000100,UNIQ_000100,42493,salvador,BA
CUST_000101,UNIQ_000101,18392,recife,PE
CUST_000102,UNIQ_000102,12757,goiania,GO
CUST_000103,UNIQ_000103,82603,cuiaba,MT
CUST_000104,UNIQ_000104,87128,recife,PE
CUST_000105,UNIQ_000105,10942,recife,PE
CUST_000106,UNIQ_000106,92719,belo horizonte,MG
CUST_000107,UNIQ_000107,40007,rio de janeiro,RJ
CUST_000108,UNIQ_000108,14117,belo horizonte,MG
CUST_000109,UNIQ_000109,19287,goiania,GO
CUST_000110,UNIQ_000110,41195,aracaju,SE
CUST_000111,UNIQ_000111,97684,porto alegre,RS
CUST_000112,UNIQ_000112,38080,joao pessoa,PB
CUST_000113,UNIQ_000113,27342,maceio,AL
CUST_000114,UNIQ_000114,85525,cuiaba,MT
CUST_000115,UNIQ_000115,41850,joao pessoa,PB
CUST_000116,UNIQ_000116,63354,joao pessoa,PB
CUST_000117,UNIQ_000117,22363,manaus,AM
CUST_000118,UNIQ_000118,96374,salvador,BA
CUST_000119,UNIQ_000119,56438,teresina,PI
CUST_000120,UNIQ_000120,63883,teresina,PI
CUST_000121,UNIQ_000121,17100,campo grande,MS
CUST_000122,UNIQ_000122,17944,salvador,BA
CUST_000123,UNIQ_000123,54473,natal,RN
CUST_000124,UNIQ_000124,42591,salvador,BA
CUST_000125,UNIQ_000125,34931,manaus,AM
CUST_000126,UNIQ_000126,68800,maceio,AL
CUST_000127,UNIQ_000127,65296,fortaleza,CE
CUST_000128,UNIQ_000128,46509,curitiba,PR
CUST_000129,UNIQ_000129,42742,campo grande,MS
CUST_000130,UNIQ_000130,68082,belo horizonte,MG
CUST_000131,UNIQ_000131,22833,maceio,AL
CUST_000132,UNIQ_000132,95477,rio de janeiro,RJ
CUST_000133,UNIQ_000133,11934,maceio,AL
CUST_000134,UNIQ_000134,40982,belo horizonte,MG
CUST_000135,UNIQ_000135,63269,curitiba,PR
CUST_000136,UNIQ_000136,73092,joao pessoa,PB
CUST_000137,UNIQ_000137,62565,manaus,AM
CUST_000138,UNIQ_000138,31579,rio de janeiro,RJ
CUST_000139,UNIQ_000139,10282,natal,RN
CUST_000140,UNIQ_000140,44760,natal,RN
CUST_000141,UNIQ_000141,47388,campo grande,MS
CUST_000142,UNIQ_000142,82845,teresina,PI
CUST_000143,UNIQ_000143,30289,joao pessoa,PB
CUST_000144,UNIQ_000144,48890,manaus,AM
CUST_000145,UNIQ_000145,17665,manaus,AM
CUST_000146,UNIQ_000146,81066,cuiaba,MT
CUST_000147,UNIQ_000147,51104,rio de janeiro,RJ
CUST_000148,UNIQ_000148,16572,rio de janeiro,RJ
CUST_000149,UNIQ_000149,72493,cuiaba,MT
CUST_000150,UNIQ_000150,79615,aracaju,SE
CUST_000151,UNIQ_000151,17455,curitiba,PR
CUST_000152,UNIQ_000152,20500,aracaju,SE
CUST_000153,UNIQ_000153,18981,curitiba,PR
CUST_000154,UNIQ_000154,18907,porto velho,RO
CUST_000155,UNIQ_000155,62923,recife,PE
CUST_000156,UNIQ_000156,84668,salvador,BA
CUST_000157,UNIQ_000157,85880,recife,PE
CUST_000158,UNIQ_000158,15209,porto velho,RO
CUST_000159,UNIQ_000159,20745,porto velho,RO
CUST_000160,UNIQ_000160,96163,teresina,PI
CUST_000161,UNIQ_000161,84085,cuiaba,MT
CUST_000162,UNIQ_000162,51467,aracaju,SE
CUST_000163,UNIQ_000163,36772,porto alegre,RS
CUST_000164,UNIQ_000164,41285,goiania,GO
CUST_000165,UNIQ_000165,61876,porto alegre,RS
CUST_000166,UNIQ_000166,98039,fortaleza,CE
CUST_000167,UNIQ_000167,69929,belem,PA
CUST_000168,UNIQ_000168,19508,goiania,GO
CUST_000169,UNIQ_000169,70068,sao paulo,SP
CUST_000170,UNIQ_000170,83792,porto velho,RO
CUST_000171,UNIQ_000171,19602,salvador,BA
CUST_000172,UNIQ_000172,37938,maceio,AL
CUST_000173,UNIQ_000173,44760,aracaju,SE
CUST_000174,UNIQ_000174,55745,fortaleza,CE
CUST_000175,UNIQ_000175,42018,belo horizonte,MG
CUST_000176,UNIQ_000176,47353,florianopolis,SC
CUST_000177,UNIQ_000177,67433,curitiba,PR
CUST_000178,UNIQ_000178,49651,maceio,AL
CUST_000179,UNIQ_000179,95717,porto velho,RO
CUST_000180,UNIQ_000180,11025,aracaju,SE
CUST_000181,UNIQ_000181,49240,maceio,AL
CUST_000182,UNIQ_000182,27601,salvador,BA
CUST_000183,UNIQ_000183,25129,porto alegre,RS
CUST_000184,UNIQ_000184,82512,salvador,BA
CUST_000185,UNIQ_000185,45697,fortaleza,CE
CUST_000186,UNIQ_000186,89276,belem,PA
CUST_000187,UNIQ_000187,54942,manaus,AM
CUST_000188,UNIQ_000188,93130,manaus,AM
CUST_000189,UNIQ_000189,76244,porto alegre,RS
CUST_000190,UNIQ_000190,42914,joao pessoa,PB
CUST_000191,UNIQ_000191,22097,rio de janeiro,RJ
CUST_000192,UNIQ_000192,46265,teresina,PI
CUST_000193,UNIQ_000193,10464,rio de janeiro,RJ
CUST_000194,UNIQ_000194,27146,goiania,GO
CUST_000195,UNIQ_000195,31178,porto alegre,RS
CUST_000196,UNIQ_000196,82309,campo grande,MS
CUST_000197,UNIQ_000197,83519,teresina,PI
CUST_000198,UNIQ_000198,24663,sao paulo,SP
CUST_000199,UNIQ_000199,29536,belo horizonte,MG
CUST_000200,UNIQ_000200,14722,maceio,AL
CUST_000201,UNIQ_000201,86350,florianopolis,SC
CUST_000202,UNIQ_000202,29410,maceio,AL
CUST_000203,UNIQ_000203,26704,teresina,PI
CUST_000204,UNIQ_000204,50404,rio de janeiro,RJ
CUST_000205,UNIQ_000205,15229,florianopolis,SC
CUST_000206,UNIQ_000206,37535,florianopolis,SC
CUST_000207,UNIQ_000207,97416,recife,PE
CUST_000208,UNIQ_000208,56357,salvador,BA
CUST_000209,UNIQ_000209,63264,maceio,AL
CUST_000210,UNIQ_000210,30257,porto velho,RO
CUST_000211,UNIQ_000211,31299,recife,PE
CUST_000212,UNIQ_000212,64040,curitiba,PR
CUST_000213,UNIQ_000213,33509,sao paulo,SP
CUST_000214,UNIQ_000214,63964,goiania,GO
CUST_000215,UNIQ_000215,44970,recife,PE
CUST_000216,UNIQ_000216,24168,curitiba,PR
CUST_000217,UNIQ_000217,15075,natal,RN
CUST_000218,UNIQ_000218,39154,joao pessoa,PB
CUST_000219,UNIQ_000219,70332,manaus,AM
CUST_000220,UNIQ_000220,50001,florianopolis,SC
CUST_000221,UNIQ_000221,39219,recife,PE
CUST_000222,UNIQ_000222,96511,sao paulo,SP
CUST_000223,UNIQ_000223,62227,manaus,AM
CUST_000224,UNIQ_000224,46517,goiania,GO
CUST_000225,UNIQ_000225,46585,belo horizonte,MG
CUST_000226,UNIQ_000226,94080,florianopolis,SC
CUST_000227,UNIQ_000227,62386,aracaju,SE
CUST_000228,UNIQ_000228,53404,maceio,AL
CUST_000229,UNIQ_000229,25118,sao paulo,SP
CUST_000230,UNIQ_000230,33405,porto alegre,RS
CUST_000231,UNIQ_000231,44795,cuiaba,MT
CUST_000232,UNIQ_000232,24208,rio de janeiro,RJ
CUST_000233,UNIQ_000233,66959,porto velho,RO
CUST_000234,UNIQ_000234,51114,florianopolis,SC
CUST_000235,UNIQ_000235,89457,teresina,PI
CUST_000236,UNIQ_000236,25157,aracaju,SE
CUST_000237,UNIQ_000237,85574,natal,RN
CUST_000238,UNIQ_000238,43386,manaus,AM
CUST_000239,UNIQ_000239,67154,rio de janeiro,RJ
CUST_000240,UNIQ_000240,78146,sao paulo,SP
CUST_000241,UNIQ_000241,97900,maceio,AL
CUST_000242,UNIQ_000242,57739,manaus,AM
CUST_000243,UNIQ_000243,19171,teresina,PI
CUST_000244,UNIQ_000244,91678,goiania,GO
CUST_000245,UNIQ_000245,96951,goiania,GO
CUST_000246,UNIQ_000246,49363,salvador,BA
CUST_000247,UNIQ_000247,50538,aracaju,SE
CUST_000248,UNIQ_000248,52753,teresina,PI
CUST_000249,UNIQ_000249,48752,natal,RN
CUST_000250,UNIQ_000250,26683,maceio,AL
CUST_000251,UNIQ_000251,65108,manaus,AM
CUST_000252,UNIQ_000252,98777,natal,RN
CUST_000253,UNIQ_000253,90676,curitiba,PR
CUST_000254,UNIQ_000254,49446,cuiaba,MT
CUST_000255,UNIQ_000255,81819,natal,RN
CUST_000256,UNIQ_000256,49829,sao paulo,SP
CUST_000257,UNIQ_000257,37549,belem,PA
CUST_000258,UNIQ_000258,86019,teresina,PI
CUST_000259,UNIQ_000259,95813,porto velho,RO
CUST_000260,UNIQ_000260,70946,goiania,GO
CUST_000261,UNIQ_000261,67954,campo grande,MS
CUST_000262,UNIQ_000262,77000,manaus,AM
CUST_000263,UNIQ_000263,32241,joao pessoa,PB
CUST_000264,UNIQ_000264,47196,belo horizonte,MG
CUST_000265,UNIQ_000265,97012,aracaju,SE
CUST_000266,UNIQ_000266,53933,porto velho,RO
CUST_000267,UNIQ_000267,40784,belo horizonte,MG
CUST_000268,UNIQ_000268,39444,belem,PA
CUST_000269,UNIQ_000269,29313,manaus,AM
CUST_000270,UNIQ_000270,16057,sao paulo,SP
CUST_000271,UNIQ_000271,72277,recife,PE
CUST_000272,UNIQ_000272,19545,porto velho,RO
CUST_000273,UNIQ_000273,64321,campo grande,MS
CUST_000274,UNIQ_000274,35485,cuiaba,MT
CUST_000275,UNIQ_000275,74799,natal,RN
CUST_000276,UNIQ_000276,41979,natal,RN
CUST_000277,UNIQ_000277,95990,fortaleza,CE
CUST_000278,UNIQ_000278,23970,sao paulo,SP
CUST_000279,UNIQ_000279,38683,teresina,PI
CUST_000280,UNIQ_000280,77889,curitiba,PR
CUST_000281,UNIQ_000281,16582,campo grande,MS
CUST_000282,UNIQ_000282,42662,maceio,AL
CUST_000283,UNIQ_000283,69829,salvador,BA
CUST_000284,UNIQ_000284,70901,fortaleza,CE
CUST_000285,UNIQ_000285,83259,aracaju,SE
CUST_000286,UNIQ_000286,51588,porto velho,RO
CUST_000287,UNIQ_000287,90301,campo grande,MS
CUST_000288,UNIQ_000288,65933,aracaju,SE
CUST_000289,UNIQ_000289,68446,maceio,AL
CUST_000290,UNIQ_000290,72216,curitiba,PR
CUST_000291,UNIQ_000291,43972,campo grande,MS
CUST_000292,UNIQ_000292,93579,recife,PE
CUST_000293,UNIQ_000293,78327,porto alegre,RS
CUST_000294,UNIQ_000294,92149,joao pessoa,PB
CUST_000295,UNIQ_000295,45992,recife,PE
CUST_000296,UNIQ_000296,20155,campo grande,MS
CUST_000297,UNIQ_000297,40735,belem,PA
CUST_000298,UNIQ_000298,54020,porto alegre,RS
CUST_000299,UNIQ_000299,80798,goiania,GO
CUST_000300,UNIQ_000300,28136,belo horizonte,MG
CUST_000301,UNIQ_000301,40311,fortaleza,CE
CUST_000302,UNIQ_000302,30028,natal,RN
CUST_000303,UNIQ_000303,18418,manaus,AM
CUST_000304,UNIQ_000304,63424,teresina,PI
CUST_000305,UNIQ_000305,81121,goiania,GO
CUST_000306,UNIQ_000306,64496,campo grande,MS
CUST_000307,UNIQ_000307,37110,rio de janeiro,RJ
CUST_000308,UNIQ_000308,61049,teresina,PI
CUST_000309,UNIQ_000309,12560,cuiaba,MT
CUST_000310,UNIQ_000310,59857,cuiaba,MT
CUST_000311,UNIQ_000311,10772,joao pessoa,PB
CUST_000312,UNIQ_000312,49139,florianopolis,SC
CUST_000313,UNIQ_000313,64921,natal,RN
CUST_000314,UNIQ_000314,81582,maceio,AL
CUST_000315,UNIQ_000315,38906,porto velho,RO
CUST_000316,UNIQ_000316,38760,joao pessoa,PB
CUST_000317,UNIQ_000317,67125,porto alegre,RS
CUST_000318,UNIQ_000318,13804,joao pessoa,PB
CUST_000319,UNIQ_000319,54057,natal,RN
CUST_000320,UNIQ_000320,31632,natal,RN
CUST_000321,UNIQ_000321,26728,campo grande,MS
CUST_000322,UNIQ_000322,80008,porto velho,RO
CUST_000323,UNIQ_000323,61645,sao paulo,SP
CUST_000324,UNIQ_000324,83975,cuiaba,MT
CUST_000325,UNIQ_000325,21003,sao paulo,SP
CUST_000326,UNIQ_000326,27786,teresina,PI
CUST_000327,UNIQ_000327,33819,campo grande,MS
CUST_000328,UNIQ_000328,44099,rio de janeiro,RJ
CUST_000329,UNIQ_000329,52906,natal,RN
CUST_000330,UNIQ_000330,69598,manaus,AM
CUST_000331,UNIQ_000331,54236,goiania,GO
CUST_000332,UNIQ_000332,46471,natal,RN
CUST_000333,UNIQ_000333,43065,teresina,PI
CUST_000334,UNIQ_000334,71644,belo horizonte,MG
CUST_000335,UNIQ_000335,80702,sao paulo,SP
CUST_000336,UNIQ_000336,55870,rio de janeiro,RJ
CUST_000337,UNIQ_000337,95215,recife,PE
CUST_000338,UNIQ_000338,95426,belo horizonte,MG
CUST_000339,UNIQ_000339,14067,rio de janeiro,RJ
CUST_000340,UNIQ_000340,36130,recife,PE
CUST_000341,UNIQ_000341,91439,sao paulo,SP
CUST_000342,UNIQ_000342,41266,fortaleza,CE
CUST_000343,UNIQ_000343,72070,fortaleza,CE
CUST_000344,UNIQ_000344,83920,salvador,BA
CUST_000345,UNIQ_000345,70952,manaus,AM
CUST_000346,UNIQ_000346,58351,porto alegre,RS
CUST_000347,UNIQ_000347,89415,curitiba,PR
CUST_000348,UNIQ_000348,25012,porto velho,RO
CUST_000349,UNIQ_000349,50768,curitiba,PR
CUST_000350,UNIQ_000350,85849,salvador,BA
CUST_000351,UNIQ_000351,50888,sao paulo,SP
CUST_000352,UNIQ_000352,98781,cuiaba,MT
CUST_000353,UNIQ_000353,61990,natal,RN
CUST_000354,UNIQ_000354,19961,manaus,AM
CUST_000355,UNIQ_000355,92213,cuiaba,MT
CUST_000356,UNIQ_000356,23356,recife,PE
CUST_000357,UNIQ_000357,99687,belem,PA
CUST_000358,UNIQ_000358,25866,porto velho,RO
CUST_000359,UNIQ_000359,15383,cuiaba,MT
CUST_000360,UNIQ_000360,79827,florianopolis,SC
CUST_000361,UNIQ_000361,96706,teresina,PI
CUST_000362,UNIQ_000362,19038,florianopolis,SC
CUST_000363,UNIQ_000363,94874,aracaju,SE
CUST_000364,UNIQ_000364,11658,goiania,GO
CUST_000365,UNIQ_000365,74251,teresina,PI
CUST_000366,UNIQ_000366,66822,salvador,BA
CUST_000367,UNIQ_000367,93307,florianopolis,SC
CUST_000368,UNIQ_000368,30052,campo grande,MS
CUST_000369,UNIQ_000369,33086,teresina,PI
CUST_000370,UNIQ_000370,95256,aracaju,SE
CUST_000371,UNIQ_000371,90728,porto alegre,RS
CUST_000372,UNIQ_000372,73372,maceio,AL
CUST_000373,UNIQ_000373,67091,campo grande,MS
CUST_000374,UNIQ_000374,45179,cuiaba,MT
CUST_000375,UNIQ_000375,42177,goiania,GO
CUST_000376,UNIQ_000376,46559,belo horizonte,MG
CUST_000377,UNIQ_000377,41963,campo grande,MS
CUST_000378,UNIQ_000378,84691,campo grande,MS
CUST_000379,UNIQ_000379,97580,porto velho,RO
CUST_000380,UNIQ_000380,54092,natal,RN
CUST_000381,UNIQ_000381,74789,sao paulo,SP
CUST_000382,UNIQ_000382,33834,goiania,GO
CUST_000383,UNIQ_000383,37802,joao pessoa,PB
CUST_000384,UNIQ_000384,43862,florianopolis,SC
CUST_000385,UNIQ_000385,46655,goiania,GO
CUST_000386,UNIQ_000386,46211,porto velho,RO
CUST_000387,UNIQ_000387,11330,maceio,AL
CUST_000388,UNIQ_000388,35042,aracaju,SE
CUST_000389,UNIQ_000389,41635,belo horizonte,MG
CUST_000390,UNIQ_000390,74038,teresina,PI
CUST_000391,UNIQ_000391,41499,maceio,AL
CUST_000392,UNIQ_000392,94659,joao pessoa,PB
CUST_000393,UNIQ_000393,68743,joao pessoa,PB
CUST_000394,UNIQ_000394,22196,sao paulo,SP
CUST_000395,UNIQ_000395,39045,belem,PA
CUST_000396,UNIQ_000396,41890,natal,RN
CUST_000397,UNIQ_000397,97026,belem,PA
CUST_000398,UNIQ_000398,58368,cuiaba,MT
CUST_000399,UNIQ_000399,82544,joao pessoa,PB
CUST_000400,UNIQ_000400,55056,aracaju,SE
CUST_000401,UNIQ_000401,82140,teresina,PI
CUST_000402,UNIQ_000402,56112,goiania,GO
CUST_000403,UNIQ_000403,45509,campo grande,MS
CUST_000404,UNIQ_000404,42951,belem,PA
CUST_000405,UNIQ_000405,25814,recife,PE
CUST_000406,UNIQ_000406,51359,manaus,AM
CUST_000407,UNIQ_000407,80236,salvador,BA
CUST_000408,UNIQ_000408,35105,curitiba,PR
CUST_000409,UNIQ_000409,73464,manaus,AM
CUST_000410,UNIQ_000410,87278,porto alegre,RS
CUST_000411,UNIQ_000411,88222,aracaju,SE
CUST_000412,UNIQ_000412,23176,belem,PA
CUST_000413,UNIQ_000413,48829,manaus,AM
CUST_000414,UNIQ_000414,57301,recife,PE
CUST_000415,UNIQ_000415,49618,curitiba,PR
CUST_000416,UNIQ_000416,80010,sao paulo,SP
CUST_000417,UNIQ_000417,45954,fortaleza,CE
CUST_000418,UNIQ_000418,17146,rio de janeiro,RJ
CUST_000419,UNIQ_000419,48290,maceio,AL
CUST_000420,UNIQ_000420,93606,fortaleza,CE
CUST_000421,UNIQ_000421,23446,joao pessoa,PB
CUST_000422,UNIQ_000422,85243,sao paulo,SP
CUST_000423,UNIQ_000423,71524,belem,PA
CUST_000424,UNIQ_000424,67733,joao pessoa,PB
CUST_000425,UNIQ_000425,34164,goiania,GO
CUST_000426,UNIQ_000426,43092,rio de janeiro,RJ
CUST_000427,UNIQ_000427,24953,joao pessoa,PB
CUST_000428,UNIQ_000428,62521,belo horizonte,MG
CUST_000429,UNIQ_000429,19710,joao pessoa,PB
CUST_000430,UNIQ_000430,92502,cuiaba,MT
CUST_000431,UNIQ_000431,29887,rio de janeiro,RJ
CUST_000432,UNIQ_000432,83772,fortaleza,CE
CUST_000433,UNIQ_000433,21164,belem,PA
CUST_000434,UNIQ_000434,25525,recife,PE
CUST_000435,UNIQ_000435,64548,maceio,AL
CUST_000436,UNIQ_000436,88135,porto velho,RO
CUST_000437,UNIQ_000437,39581,porto velho,RO
CUST_000438,UNIQ_000438,59856,aracaju,SE
CUST_000439,UNIQ_000439,68028,campo grande,MS
CUST_000440,UNIQ_000440,87139,belem,PA
CUST_000441,UNIQ_000441,50026,teresina,PI
CUST_000442,UNIQ_000442,91399,cuiaba,MT
CUST_000443,UNIQ_000443,89905,rio de janeiro,RJ
CUST_000444,UNIQ_000444,37235,salvador,BA
CUST_000445,UNIQ_000445,44687,manaus,AM
CUST_000446,UNIQ_000446,30585,belo horizonte,MG
CUST_000447,UNIQ_000447,32782,recife,PE
CUST_000448,UNIQ_000448,19838,maceio,AL
CUST_000449,UNIQ_000449,10350,curitiba,PR
CUST_000450,UNIQ_000450,69048,teresina,PI
CUST_000451,UNIQ_000451,71592,porto velho,RO
CUST_000452,UNIQ_000452,14278,belem,PA
CUST_000453,UNIQ_000453,47762,recife,PE
CUST_000454,UNIQ_000454,69510,belem,PA
CUST_000455,UNIQ_000455,40595,belo horizonte,MG
CUST_000456,UNIQ_000456,91927,porto alegre,RS
CUST_000457,UNIQ_000457,96662,cuiaba,MT
CUST_000458,UNIQ_000458,65723,manaus,AM
CUST_000459,UNIQ_000459,81376,salvador,BA
CUST_000460,UNIQ_000460,94886,recife,PE
CUST_000461,UNIQ_000461,44816,fortaleza,CE
CUST_000462,UNIQ_000462,19359,fortaleza,CE
CUST_000463,UNIQ_000463,31747,rio de janeiro,RJ
CUST_000464,UNIQ_000464,87993,belem,PA
CUST_000465,UNIQ_000465,47828,cuiaba,MT
CUST_000466,UNIQ_000466,26299,campo grande,MS
CUST_000467,UNIQ_000467,49857,campo grande,MS
CUST_000468,UNIQ_000468,45683,natal,RN
CUST_000469,UNIQ_000469,80776,aracaju,SE
CUST_000470,UNIQ_000470,67377,joao pessoa,PB
CUST_000471,UNIQ_000471,88385,belo horizonte,MG
CUST_000472,UNIQ_000472,66626,rio de janeiro,RJ
CUST_000473,UNIQ_000473,89129,goiania,GO
CUST_000474,UNIQ_000474,13390,porto alegre,RS
CUST_000475,UNIQ_000475,40005,belo horizonte,MG
CUST_000476,UNIQ_000476,86955,cuiaba,MT
CUST_000477,UNIQ_000477,98117,sao paulo,SP
CUST_000478,UNIQ_000478,85529,porto alegre,RS
CUST_000479,UNIQ_000479,32962,rio de janeiro,RJ
CUST_000480,UNIQ_000480,78021,joao pessoa,PB
CUST_000481,UNIQ_000481,46458,campo grande,MS
CUST_000482,UNIQ_000482,86720,curitiba,PR
CUST_000483,UNIQ_000483,93202,teresina,PI
CUST_000484,UNIQ_000484,21959,joao pessoa,PB
CUST_000485,UNIQ_000485,55607,joao pessoa,PB
CUST_000486,UNIQ_000486,53687,teresina,PI
CUST_000487,UNIQ_000487,97835,goiania,GO
CUST_000488,UNIQ_000488,31079,salvador,BA
CUST_000489,UNIQ_000489,63955,goiania,GO
CUST_000490,UNIQ_000490,47777,joao pessoa,PB
CUST_000491,UNIQ_000491,82102,natal,RN
CUST_000492,UNIQ_000492,69614,rio de janeiro,RJ
CUST_000493,UNIQ_000493,51224,belo horizonte,MG
CUST_000494,UNIQ_000494,52372,porto alegre,RS
CUST_000495,UNIQ_000495,62976,salvador,BA
CUST_000496,UNIQ_000496,10150,aracaju,SE
CUST_000497,UNIQ_000497,70552,maceio,AL
CUST_000498,UNIQ_000498,17104,teresina,PI
CUST_000499,UNIQ_000499,77952,manaus,AM
CUST_000500,UNIQ_000500,91609,florianopolis,SC
CUST_000501,UNIQ_000501,91973,joao pessoa,PB
CUST_000502,UNIQ_000502,16764,campo grande,MS
CUST_000503,UNIQ_000503,45003,manaus,AM
CUST_000504,UNIQ_000504,27172,maceio,AL
CUST_000505,UNIQ_000505,67424,belem,PA
CUST_000506,UNIQ_000506,25915,joao pessoa,PB
CUST_000507,UNIQ_000507,92578,sao paulo,SP
CUST_000508,UNIQ_000508,41365,porto velho,RO
CUST_000509,UNIQ_000509,50730,curitiba,PR
CUST_000510,UNIQ_000510,11792,maceio,AL
CUST_000511,UNIQ_000511,63476,maceio,AL
CUST_000512,UNIQ_000512,39451,belo horizonte,MG
CUST_000513,UNIQ_000513,70482,salvador,BA
CUST_000514,UNIQ_000514,94896,salvador,BA
