order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ORD_0000071,1,PROD_000800,SELL_0257,2021-09-06 22:48:00,2086.96,14.63
ORD_0000071,2,PROD_002755,SELL_0264,2021-09-05 22:48:00,136.63,18.96
ORD_0000072,1,PROD_001809,SELL_0421,2023-04-14 10:53:00,1408.66,68.5
ORD_0000073,1,PROD_000054,SELL_0257,2022-12-18 20:31:00,226.03,58.67
ORD_0000074,1,PROD_002862,SELL_0246,2022-01-19 19:50:00,2085.79,54.41
ORD_0000075,1,PROD_002145,SELL_0119,2023-05-02 10:47:00,809.3,47.54
ORD_0000075,2,PROD_000332,SELL_0349,2023-05-04 10:47:00,751.69,16.92
ORD_0000076,1,PROD_000435,SELL_0190,2022-06-29 18:01:00,728.81,27.98
ORD_0000076,2,PROD_002490,SELL_0181,2022-06-29 18:01:00,1568.93,76.53
ORD_0000077,1,PROD_001039,SELL_0120,2022-12-05 01:20:00,2269.61,29.2
ORD_0000077,2,PROD_002618,SELL_0006,2022-12-06 01:20:00,590.49,7.66
ORD_0000077,3,PROD_001199,SELL_0351,2022-12-07 01:20:00,182.51,31.02
ORD_0000078,1,PROD_002373,SELL_0447,2021-12-04 09:30:00,328.18,12.96
ORD_0000079,1,PROD_001085,SELL_0193,2022-05-15 09:01:00,2291.32,37.88
ORD_0000080,1,PROD_000819,SELL_0372,2021-12-03 00:28:00,2216.49,70.96
ORD_0000080,2,PROD_001375,SELL_0413,2021-12-03 00:28:00,63.17,67.1
ORD_0000081,1,PROD_001527,SELL_0157,2021-05-25 17:23:00,1015.2,57.93
ORD_0000082,1,PROD_001645,SELL_0485,2021-09-19 14:05:00,1817.3,56.43
ORD_0000082,2,PROD_002196,SELL_0359,2021-09-18 14:05:00,1035.81,55.56
ORD_0000083,1,PROD_001866,SELL_0133,2023-01-09 11:07:00,2054.45,53.97
ORD_0000084,1,PROD_001311,SELL_0237,2021-10-02 02:32:00,897.41,17.94
ORD_0000085,1,PROD_000351,SELL_0308,2021-01-25 22:59:00,1680.47,13.95
ORD_0000085,2,PROD_001637,SELL_0238,2021-01-24 22:59:00,1331.67,40.7
ORD_0000085,3,PROD_002955,SELL_0389,2021-01-25 22:59:00,288.23,67.49
ORD_0000086,1,PROD_000893,SELL_0028,2022-01-20 02:21:00,1466.12,12.25
ORD_0000087,1,PROD_001813,SELL_0079,2021-08-12 04:30:00,156.2,6.27
ORD_0000088,1,PROD_002965,SELL_0194,2023-03-05 12:35:00,1980.58,41.74
ORD_0000089,1,PROD_000390,SELL_0330,2023-05-10 19:12:00,1452.8,13.02
ORD_0000090,1,PROD_002214,SELL_0190,2021-02-21 12:03:00,1126.53,39.15
ORD_0000090,2,PROD_002278,SELL_0414,2021-02-22 12:03:00,1065.12,44.72
ORD_0000090,3,PROD_001267,SELL_0440,2021-02-21 12:03:00,2205.17,76.54
ORD_0000091,1,PROD_000138,SELL_0417,2021-02-17 14:05:00,509.12,36.19
ORD_0000091,2,PROD_000910,SELL_0061,2021-02-17 14:05:00,2346.62,31.9
ORD_0000091,3,PROD_002220,SELL_0408,2021-02-17 14:05:00,1957.22,41.78
ORD_0000091,4,PROD_001271,SELL_0256,2021-02-17 14:05:00,817.14,34.49
ORD_0000092,1,PROD_000809,SELL_0235,2021-11-03 19:05:00,426.82,72.27
ORD_0000093,1,PROD_001383,SELL_0207,2021-08-18 13:24:00,782.63,42.79
ORD_0000093,2,PROD_001907,SELL_0004,2021-08-19 13:24:00,2448.29,66.31
ORD_0000094,1,PROD_000685,SELL_0192,2022-03-16 11:43:00,1270.77,65.3
ORD_0000094,2,PROD_002722,SELL_0278,2022-03-17 11:43:00,2136.38,65.63
ORD_0000095,1,PROD_001498,SELL_0038,2022-09-06 08:23:00,2140.45,67.07
ORD_0000096,1,PROD_000495,SELL_0325,2023-02-15 17:37:00,1453.33,50.12
ORD_0000096,2,PROD_002156,SELL_0005,2023-02-15 17:37:00,1076.72,70.24
ORD_0000097,1,PROD_002580,SELL_0382,2021-08-29 20:59:00,908.4,61.58
ORD_0000098,1,PROD_002307,SELL_0045,2022-02-27 07:15:00,1419.8,37.13
ORD_0000099,1,PROD_000922,SELL_0421,2023-04-15 07:44:00,2423.38,53.51
ORD_0000100,1,PROD_000686,SELL_0466,2021-01-31 19:46:00,352.43,29.29
ORD_0000100,2,PROD_001038,SELL_0228,2021-01-29 19:46:00,564.63,59.16
ORD_0000100,3,PROD_002368,SELL_0415,2021-01-30 19:46:00,1820.0,56.82
ORD_0000101,1,PROD_000058,SELL_0102,2023-03-08 17:58:00,73.59,8.45
ORD_0000102,1,PROD_002210,SELL_0044,2022-04-25 01:51:00,2435.5,21.37
ORD_0000102,2,PROD_001192,SELL_0017,2022-04-26 01:51:00,1195.92,60.96
ORD_0000102,3,PROD_002868,SELL_0283,2022-04-26 01:51:00,674.72,30.22
ORD_0000103,1,PROD_000411,SELL_0172,2023-01-29 05:29:00,652.48,61.67
ORD_0000104,1,PROD_001701,SELL_0461,2022-03-08 13:12:00,1928.56,57.25
ORD_0000104,2,PROD_001725,SELL_0067,2022-03-07 13:12:00,325.94,30.63
ORD_0000105,1,PROD_001957,SELL_0230,2022-05-16 06:33:00,107.61,27.62
ORD_0000105,2,PROD_000963,SELL_0075,2022-05-15 06:33:00,675.95,71.63
ORD_0000106,1,PROD_002258,SELL_0358,2022-04-19 00:05:00,929.01,31.7
ORD_0000107,1,PROD_002994,SELL_0250,2022-01-08 03:33:00,550.68,37.88
ORD_0000108,1,PROD_000904,SELL_0333,2022-06-06 21:40:00,959.19,52.91
ORD_0000109,1,PROD_001907,SELL_0309,2022-12-07 05:32:00,903.41,22.42
ORD_0000109,2,PROD_002610,SELL_0044,2022-12-06 05:32:00,778.82,57.19
ORD_0000109,3,PROD_000064,SELL_0255,2022-12-05 05:32:00,1042.19,22.68
ORD_0000110,1,PROD_000836,SELL_0458,2023-03-07 12:54:00,1229.38,39.44
ORD_0000111,1,PROD_000906,SELL_0171,2021-06-19 11:10:00,1457.88,56.69
ORD_0000112,1,PROD_000720,SELL_0049,2022-03-10 17:49:00,856.32,40.02
ORD_0000113,1,PROD_000941,SELL_0489,2021-04-16 21:39:00,2300.13,55.29
ORD_0000113,2,PROD_001401,SELL_0057,2021-04-17 21:39:00,587.13,64.16
ORD_0000113,3,PROD_001402,SELL_0216,2021-04-15 21:39:00,2055.01,77.52
ORD_0000113,4,PROD_001803,SELL_0042,2021-04-15 21:39:00,1080.78,52.25
ORD_0000114,1,PROD_000998,SELL_0083,2021-05-08 01:35:00,417.06,5.82
ORD_0000115,1,PROD_000746,SELL_0198,2022-07-16 11:56:00,1885.5,35.15
ORD_0000116,1,PROD_001097,SELL_0069,2022-08-14 01:52:00,751.36,70.69
ORD_0000116,2,PROD_002560,SELL_0033,2022-08-14 01:52:00,243.61,40.76
ORD_0000117,1,PROD_002948,SELL_0009,2022-03-06 10:34:00,1485.69,67.8
ORD_0000118,1,PROD_000975,SELL_0202,2021-05-21 12:03:00,790.98,12.18
ORD_0000119,1,PROD_001006,SELL_0390,2021-02-01 13:45:00,1849.87,23.02
ORD_0000120,1,PROD_001690,SELL_0301,2021-03-02 10:59:00,2494.43,23.87
ORD_0000121,1,PROD_001049,SELL_0297,2022-10-19 00:33:00,741.31,74.52
ORD_0000122,1,PROD_002593,SELL_0484,2022-12-22 06:28:00,628.84,65.3
ORD_0000123,1,PROD_002215,SELL_0238,2021-04-23 04:26:00,938.42,33.21
ORD_0000124,1,PROD_001076,SELL_0189,2023-03-18 10:31:00,1181.94,17.43
ORD_0000125,1,PROD_000835,SELL_0301,2021-10-20 05:07:00,1390.71,7.11
ORD_0000125,2,PROD_001987,SELL_0056,2021-10-21 05:07:00,773.95,14.47
ORD_0000126,1,PROD_002507,SELL_0058,2021-10-05 15:38:00,1742.58,8.98
ORD_0000127,1,PROD_000048,SELL_0058,2023-05-09 03:31:00,1497.51,72.91
ORD_0000128,1,PROD_002324,SELL_0445,2023-06-07 19:30:00,1286.32,46.86
ORD_0000129,1,PROD_001855,SELL_0337,2021-11-14 00:58:00,2258.42,58.7
ORD_0000130,1,PROD_001826,SELL_0128,2022-02-17 08:57:00,1349.35,5.71
ORD_0000131,1,PROD_000955,SELL_0331,2021-05-24 03:38:00,2417.66,19.1
ORD_0000131,2,PROD_001345,SELL_0314,2021-05-25 03:38:00,291.5,22.73
ORD_0000132,1,PROD_000162,SELL_0179,2022-03-16 10:40:00,1230.57,51.09
ORD_0000133,1,PROD_001971,SELL_0108,2021-12-12 17:50:00,1950.41,65.54
ORD_0000134,1,PROD_001322,SELL_0345,2021-07-04 18:38:00,1527.92,9.33
ORD_0000135,1,PROD_002769,SELL_0315,2022-09-26 08:02:00,2015.65,72.3
ORD_0000136,1,PROD_002296,SELL_0246,2023-03-07 08:06:00,620.23,6.92
ORD_0000137,1,PROD_002839,SELL_0102,2022-02-24 21:34:00,684.14,26.46
ORD_0000138,1,PROD_000091,SELL_0441,2023-02-10 19:33:00,1971.17,76.48
ORD_0000138,2,PROD_002740,SELL_0045,2023-02-09 19:33:00,282.53,12.95
ORD_0000139,1,PROD_001723,SELL_0499,2021-09-19 13:41:00,1364.03,39.51
ORD_0000140,1,PROD_000123,SELL_0208,2022-03-19 02:03:00,2159.46,55.0
ORD_0000140,2,PROD_000171,SELL_0187,2022-03-21 02:03:00,1905.73,23.13
ORD_0000140,3,PROD_002029,SELL_0343,2022-03-20 02:03:00,2426.15,32.9
ORD_0000141,1,PROD_002547,SELL_0147,2021-02-25 17:58:00,427.48,48.12
ORD_0000141,2,PROD_000085,SELL_0478,2021-02-25 17:58:00,756.16,12.09
ORD_0000141,3,PROD_001433,SELL_0132,2021-02-25 17:58:00,2448.85,47.0
ORD_0000141,4,PROD_001665,SELL_0296,2021-02-26 17:58:00,474.07,70.77
ORD_0000142,1,PROD_000119,SELL_0285,2022-12-27 09:53:00,1941.68,25.45
ORD_0000142,2,PROD_002678,SELL_0356,2022-12-27 09:53:00,1632.89,27.95
ORD_0000142,3,PROD_001938,SELL_0006,2022-12-27 09:53:00,199.03,40.96
ORD_0000142,4,PROD_002134,SELL_0127,2022-12-27 09:53:00,527.6,23.74
ORD_0000143,1,PROD_002467,SELL_0478,2022-10-27 12:02:00,1594.16,20.29
ORD_0000144,1,PROD_002211,SELL_0013,2021-10-23 12:40:00,1477.29,41.02
ORD_0000144,2,PROD_000326,SELL_0295,2021-10-22 12:40:00,325.44,33.17
ORD_0000144,3,PROD_000370,SELL_0050,2021-10-21 12:40:00,1000.45,57.79
ORD_0000144,4,PROD_001287,SELL_0046,2021-10-22 12:40:00,189.97,71.46
ORD_0000145,1,PROD_000781,SELL_0379,2023-05-31 02:00:00,1980.34,29.01
ORD_0000146,1,PROD_000797,SELL_0084,2023-06-16 10:19:00,1438.67,13.08
ORD_0000147,1,PROD_000577,SELL_0342,2021-02-28 03:30:00,1471.55,6.38
ORD_0000148,1,PROD_001614,SELL_0010,2023-06-12 15:46:00,854.13,41.65
ORD_0000148,2,PROD_002740,SELL_0225,2023-06-12 15:46:00,2071.59,77.59
ORD_0000148,3,PROD_002001,SELL_0403,2023-06-11 15:46:00,2216.11,54.51
ORD_0000149,1,PROD_000043,SELL_0046,2023-04-25 00:58:00,2341.68,31.89
ORD_0000150,1,PROD_002857,SELL_0086,2022-11-14 21:35:00,1911.65,73.92
ORD_0000151,1,PROD_002760,SELL_0177,2023-03-06 06:10:00,1959.49,69.89
ORD_0000151,2,PROD_001772,SELL_0333,2023-03-05 06:10:00,595.01,75.44
ORD_0000151,3,PROD_000193,SELL_0483,2023-03-06 06:10:00,1269.05,37.45
ORD_0000151,4,PROD_001906,SELL_0489,2023-03-07 06:10:00,1254.11,24.97
ORD_0000152,1,PROD_002016,SELL_0401,2021-04-20 01:47:00,90.44,45.2
ORD_0000152,2,PROD_000359,SELL_0152,2021-04-22 01:47:00,1924.65,18.27
ORD_0000152,3,PROD_000530,SELL_0150,2021-04-22 01:47:00,1752.87,51.66
ORD_0000153,1,PROD_002862,SELL_0272,2022-11-16 12:48:00,1339.38,29.2
ORD_0000153,2,PROD_001908,SELL_0373,2022-11-18 12:48:00,2212.25,50.79
ORD_0000153,3,PROD_001877,SELL_0114,2022-11-17 12:48:00,1630.85,78.7
ORD_0000154,1,PROD_000387,SELL_0055,2022-10-18 04:22:00,210.63,76.88
ORD_0000154,2,PROD_002937,SELL_0383,2022-10-20 04:22:00,1902.49,74.83
ORD_0000155,1,PROD_001272,SELL_0387,2023-03-21 08:15:00,796.27,11.99
ORD_0000156,1,PROD_000317,SELL_0284,2022-11-21 13:21:00,1803.69,51.27
ORD_0000157,1,PROD_001335,SELL_0188,2021-11-26 06:18:00,360.51,76.03
ORD_0000158,1,PROD_002462,SELL_0216,2021-03-24 02:26:00,991.8,16.42
ORD_0000158,2,PROD_000788,SELL_0118,2021-03-25 02:26:00,1549.91,70.72
ORD_0000159,1,PROD_000819,SELL_0327,2023-01-07 17:34:00,1803.14,54.62
ORD_0000160,1,PROD_001411,SELL_0037,2022-08-01 15:59:00,1477.15,11.15
ORD_0000160,2,PROD_000551,SELL_0485,2022-08-01 15:59:00,2011.06,27.9
ORD_0000160,3,PROD_000638,SELL_0188,2022-07-30 15:59:00,1940.42,27.84
ORD_0000161,1,PROD_002464,SELL_0258,2021-09-25 23:04:00,2434.67,46.83
ORD_0000162,1,PROD_001871,SELL_0348,2023-01-27 05:48:00,176.66,26.73
ORD_0000162,2,PROD_001774,SELL_0356,2023-01-27 05:48:00,2002.34,54.57
ORD_0000163,1,PROD_000380,SELL_0269,2021-08-27 00:58:00,1073.02,63.53
ORD_0000164,1,PROD_000315,SELL_0022,2021-10-14 09:41:00,1638.21,12.88
ORD_0000164,2,PROD_002334,SELL_0337,2021-10-16 09:41:00,363.49,51.11
ORD_0000165,1,PROD_002375,SELL_0333,2021-05-31 18:44:00,681.05,34.49
ORD_0000165,2,PROD_001273,SELL_0441,2021-05-30 18:44:00,66.9,25.06
ORD_0000166,1,PROD_002382,SELL_0419,2022-03-17 15:44:00,989.81,21.12
ORD_0000167,1,PROD_000269,SELL_0419,2022-05-02 14:08:00,100.71,16.83
ORD_0000167,2,PROD_000544,SELL_0022,2022-05-02 14:08:00,1105.66,23.94
ORD_0000167,3,PROD_002688,SELL_0284,2022-05-02 14:08:00,1739.12,12.99
ORD_0000168,1,PROD_000970,SELL_0331,2023-01-09 08:58:00,879.4,49.37
ORD_0000169,1,PROD_001772,SELL_0410,2021-08-06 21:49:00,747.19,23.17
ORD_0000169,2,PROD_001126,SELL_0137,2021-08-07 21:49:00,907.61,62.23
ORD_0000170,1,PROD_001105,SELL_0041,2022-02-25 14:40:00,1498.57,10.04
ORD_0000170,2,PROD_002785,SELL_0383,2022-02-27 14:40:00,1619.21,72.2
ORD_0000171,1,PROD_000166,SELL_0233,2021-10-29 05:39:00,797.7,36.83
ORD_0000172,1,PROD_001861,SELL_0068,2021-05-17 03:08:00,592.61,48.78
ORD_0000173,1,PROD_002497,SELL_0048,2023-03-08 01:58:00,1220.73,49.19
ORD_0000174,1,PROD_001086,SELL_0272,2022-01-10 15:36:00,2433.75,5.08
ORD_0000175,1,PROD_000639,SELL_0155,2021-12-29 12:22:00,1692.92,6.61
ORD_0000175,2,PROD_000851,SELL_0459,2021-12-29 12:22:00,756.98,11.1
ORD_0000176,1,PROD_001480,SELL_0434,2021-10-11 01:45:00,548.74,18.17
ORD_0000176,2,PROD_002676,SELL_0063,2021-10-11 01:45:00,1475.11,69.53
ORD_0000176,3,PROD_002933,SELL_0318,2021-10-11 01:45:00,67.73,59.46
ORD_0000176,4,PROD_002148,SELL_0055,2021-10-11 01:45:00,87.19,26.64
ORD_0000177,1,PROD_000329,SELL_0135,2021-01-22 13:54:00,976.6,72.69
