order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ORD_0000021,CUST_011895,delivered,2021-06-25 13:10:00,2021-06-26 07:10:00,2021-06-29 07:10:00,2021-06-30 13:10:00,2021-07-15 13:10:00
ORD_0000022,CUST_004423,delivered,2022-11-25 08:00:00,2022-11-25 22:00:00,2022-11-26 22:00:00,2022-12-03 08:00:00,2022-12-05 08:00:00
ORD_0000023,CUST_010655,processing,2023-05-17 22:37:00,2023-05-18 11:37:00,2023-05-19 11:37:00,,2023-05-26 22:37:00
ORD_0000024,CUST_013577,delivered,2021-11-17 02:17:00,2021-11-17 13:17:00,2021-11-20 13:17:00,2021-11-24 02:17:00,2021-12-05 02:17:00
ORD_0000025,CUST_012229,delivered,2022-04-28 02:04:00,2022-04-28 04:04:00,2022-04-30 04:04:00,2022-05-06 02:04:00,2022-05-10 02:04:00
ORD_0000026,CUST_000953,delivered,2021-09-06 02:45:00,2021-09-06 21:45:00,2021-09-08 21:45:00,2021-09-29 02:45:00,2021-09-22 02:45:00
ORD_0000027,CUST_014561,processing,2023-05-01 04:30:00,2023-05-02 00:30:00,2023-05-03 00:30:00,,2023-05-20 04:30:00
ORD_0000028,CUST_006835,invoiced,2022-12-21 08:50:00,2022-12-22 00:50:00,2022-12-25 00:50:00,,2023-01-03 08:50:00
ORD_0000029,CUST_007737,cancelled,2021-02-20 10:16:00,2021-02-20 23:16:00,2021-02-21 23:16:00,,2021-03-04 10:16:00
ORD_0000030,CUST_006566,shipped,2021-12-25 00:53:00,2021-12-25 06:53:00,2021-12-26 06:53:00,,2022-01-05 00:53:00
ORD_0000031,CUST_008196,delivered,2023-06-05 08:48:00,2023-06-05 21:48:00,2023-06-08 21:48:00,2023-06-19 08:48:00,2023-06-16 08:48:00
ORD_0000032,CUST_012104,invoiced,2022-03-01 03:49:00,2022-03-01 14:49:00,2022-03-03 14:49:00,,2022-03-09 03:49:00
ORD_0000033,CUST_009204,invoiced,2022-06-15 05:31:00,2022-06-15 09:31:00,2022-06-16 09:31:00,,2022-06-26 05:31:00
ORD_0000034,CUST_008180,delivered,2022-07-26 03:24:00,2022-07-26 15:24:00,2022-07-29 15:24:00,2022-08-12 03:24:00,2022-08-02 03:24:00
ORD_0000035,CUST_006579,invoiced,2022-11-19 10:22:00,2022-11-19 12:22:00,2022-11-22 12:22:00,,2022-11-28 10:22:00
ORD_0000036,CUST_004438,processing,2022-05-19 23:35:00,2022-05-20 10:35:00,2022-05-21 10:35:00,,2022-05-30 23:35:00
ORD_0000037,CUST_010226,shipped,2023-01-22 09:05:00,2023-01-22 18:05:00,2023-01-25 18:05:00,,2023-01-31 09:05:00
ORD_0000038,CUST_008685,processing,2021-09-24 04:47:00,2021-09-24 20:47:00,2021-09-27 20:47:00,,2021-10-01 04:47:00
ORD_0000039,CUST_013421,cancelled,2022-07-06 01:44:00,2022-07-06 03:44:00,2022-07-07 03:44:00,,2022-07-18 01:44:00
ORD_0000040,CUST_004130,processing,2021-05-07 07:28:00,2021-05-07 13:28:00,2021-05-09 13:28:00,,2021-05-22 07:28:00
ORD_0000041,CUST_009232,delivered,2023-06-18 19:28:00,2023-06-19 05:28:00,2023-06-20 05:28:00,2023-07-02 19:28:00,2023-06-29 19:28:00
ORD_0000042,CUST_006262,shipped,2022-11-13 16:07:00,2022-11-13 21:07:00,2022-11-14 21:07:00,,2022-11-27 16:07:00
ORD_0000043,CUST_007032,invoiced,2022-11-07 17:05:00,2022-11-08 14:05:00,2022-11-09 14:05:00,,2022-11-14 17:05:00
ORD_0000044,CUST_009450,shipped,2022-07-02 02:57:00,2022-07-02 10:57:00,2022-07-04 10:57:00,,2022-07-14 02:57:00
ORD_0000045,CUST_006736,delivered,2022-04-29 04:42:00,2022-04-30 00:42:00,2022-05-03 00:42:00,2022-05-08 04:42:00,2022-05-16 04:42:00
ORD_0000046,CUST_005283,delivered,2023-01-25 03:43:00,2023-01-25 14:43:00,2023-01-27 14:43:00,2023-02-04 03:43:00,2023-02-02 03:43:00
ORD_0000047,CUST_011270,invoiced,2021-02-08 00:50:00,2021-02-08 14:50:00,2021-02-09 14:50:00,,2021-02-16 00:50:00
ORD_0000048,CUST_014732,delivered,2023-05-02 14:22:00,2023-05-03 13:22:00,2023-05-06 13:22:00,2023-05-18 14:22:00,2023-05-17 14:22:00
ORD_0000049,CUST_006025,shipped,2022-04-05 15:35:00,2022-04-05 21:35:00,2022-04-08 21:35:00,,2022-04-16 15:35:00
ORD_0000050,CUST_013094,delivered,2022-01-07 14:27:00,2022-01-08 07:27:00,2022-01-11 07:27:00,2022-01-28 14:27:00,2022-01-20 14:27:00
ORD_0000051,CUST_009898,invoiced,2021-02-16 13:27:00,2021-02-16 18:27:00,2021-02-19 18:27:00,,2021-02-24 13:27:00
ORD_0000052,CUST_004243,delivered,2023-01-14 05:51:00,2023-01-14 23:51:00,2023-01-15 23:51:00,2023-01-18 05:51:00,2023-01-25 05:51:00
ORD_0000053,CUST_012212,delivered,2021-07-30 00:40:00,2021-07-30 04:40:00,2021-08-01 04:40:00,2021-08-04 00:40:00,2021-08-08 00:40:00
ORD_0000054,CUST_012864,delivered,2022-01-08 19:31:00,2022-01-09 02:31:00,2022-01-11 02:31:00,2022-01-15 19:31:00,2022-01-28 19:31:00
ORD_0000055,CUST_009569,delivered,2022-12-06 01:57:00,2022-12-06 07:57:00,2022-12-09 07:57:00,2022-12-18 01:57:00,2022-12-25 01:57:00
ORD_0000056,CUST_014390,shipped,2023-04-08 08:51:00,2023-04-09 07:51:00,2023-04-11 07:51:00,,2023-04-25 08:51:00
ORD_0000057,CUST_012376,delivered,2023-03-03 12:37:00,2023-03-03 15:37:00,2023-03-04 15:37:00,2023-03-11 12:37:00,2023-03-20 12:37:00
ORD_0000058,CUST_008843,delivered,2022-02-19 04:03:00,2022-02-19 18:03:00,2022-02-20 18:03:00,2022-03-02 04:03:00,2022-03-09 04:03:00
ORD_0000059,CUST_001145,invoiced,2021-02-09 04:22:00,2021-02-10 02:22:00,2021-02-11 02:22:00,,2021-02-28 04:22:00
ORD_0000060,CUST_003948,delivered,2023-05-21 12:55:00,2023-05-22 11:55:00,2023-05-23 11:55:00,2023-06-04 12:55:00,2023-06-08 12:55:00
ORD_0000061,CUST_014500,cancelled,2022-04-14 01:14:00,2022-04-14 12:14:00,2022-04-17 12:14:00,,2022-04-26 01:14:00
ORD_0000062,CUST_011556,delivered,2022-09-30 03:20:00,2022-09-30 16:20:00,2022-10-02 16:20:00,2022-10-09 03:20:00,2022-10-13 03:20:00
ORD_0000063,CUST_006498,processing,2022-02-28 04:36:00,2022-02-28 16:36:00,2022-03-03 16:36:00,,2022-03-20 04:36:00
ORD_0000064,CUST_005895,processing,2023-06-14 23:12:00,2023-06-15 01:12:00,2023-06-16 01:12:00,,2023-07-03 23:12:00
ORD_0000065,CUST_000994,invoiced,2021-09-07 12:32:00,2021-09-07 19:32:00,2021-09-08 19:32:00,,2021-09-26 12:32:00
ORD_0000066,CUST_013191,cancelled,2022-09-26 04:11:00,2022-09-26 13:11:00,2022-09-28 13:11:00,,2022-10-03 04:11:00
ORD_0000067,CUST_009162,shipped,2022-07-17 00:24:00,2022-07-17 01:24:00,2022-07-20 01:24:00,,2022-07-31 00:24:00
ORD_0000068,CUST_014988,delivered,2023-03-31 14:52:00,2023-04-01 11:52:00,2023-04-04 11:52:00,2023-04-23 14:52:00,2023-04-14 14:52:00
ORD_0000069,CUST_010482,shipped,2021-07-24 20:56:00,2021-07-25 00:56:00,2021-07-26 00:56:00,,2021-07-31 20:56:00
ORD_0000070,CUST_004706,cancelled,2021-01-05 13:24:00,2021-01-06 07:24:00,2021-01-08 07:24:00,,2021-01-20 13:24:00
ORD_0000071,CUST_011495,delivered,2021-09-04 22:48:00,2021-09-04 23:48:00,2021-09-05 23:48:00,2021-09-10 22:48:00,2021-09-15 22:48:00
ORD_0000072,CUST_009982,processing,2023-04-12 10:53:00,2023-04-12 11:53:00,2023-04-15 11:53:00,,2023-04-27 10:53:00
ORD_0000073,CUST_007706,delivered,2022-12-15 20:31:00,2022-12-16 09:31:00,2022-12-18 09:31:00,2023-01-04 20:31:00,2022-12-31 20:31:00
ORD_0000074,CUST_010412,delivered,2022-01-17 19:50:00,2022-01-18 05:50:00,2022-01-20 05:50:00,2022-02-01 19:50:00,2022-01-31 19:50:00
ORD_0000075,CUST_010730,delivered,2023-05-01 10:47:00,2023-05-01 12:47:00,2023-05-03 12:47:00,2023-05-11 10:47:00,2023-05-15 10:47:00
ORD_0000076,CUST_000072,delivered,2022-06-27 18:01:00,2022-06-28 09:01:00,2022-06-30 09:01:00,2022-07-03 18:01:00,2022-07-08 18:01:00
ORD_0000077,CUST_008044,delivered,2022-12-04 01:20:00,2022-12-04 05:20:00,2022-12-07 05:20:00,2022-12-25 01:20:00,2022-12-19 01:20:00
ORD_0000078,CUST_002949,delivered,2021-12-03 09:30:00,2021-12-04 03:30:00,2021-12-07 03:30:00,2021-12-10 09:30:00,2021-12-22 09:30:00
ORD_0000079,CUST_008215,processing,2022-05-12 09:01:00,2022-05-12 15:01:00,2022-05-15 15:01:00,,2022-05-21 09:01:00
ORD_0000080,CUST_011362,delivered,2021-11-30 00:28:00,2021-11-30 12:28:00,2021-12-02 12:28:00,2021-12-08 00:28:00,2021-12-10 00:28:00
ORD_0000081,CUST_002573,delivered,2021-05-24 17:23:00,2021-05-25 04:23:00,2021-05-27 04:23:00,2021-06-01 17:23:00,2021-05-31 17:23:00
ORD_0000082,CUST_000221,delivered,2021-09-16 14:05:00,2021-09-17 05:05:00,2021-09-20 05:05:00,2021-09-24 14:05:00,2021-10-01 14:05:00
ORD_0000083,CUST_010406,delivered,2023-01-07 11:07:00,2023-01-08 07:07:00,2023-01-11 07:07:00,2023-01-18 11:07:00,2023-01-25 11:07:00
ORD_0000084,CUST_002084,delivered,2021-10-01 02:32:00,2021-10-01 14:32:00,2021-10-04 14:32:00,2021-10-05 02:32:00,2021-10-09 02:32:00
ORD_0000085,CUST_012042,delivered,2021-01-23 22:59:00,2021-01-24 14:59:00,2021-01-26 14:59:00,2021-02-14 22:59:00,2021-02-09 22:59:00
ORD_0000086,CUST_003488,processing,2022-01-18 02:21:00,2022-01-18 21:21:00,2022-01-21 21:21:00,,2022-02-07 02:21:00
ORD_0000087,CUST_012855,processing,2021-08-10 04:30:00,2021-08-11 03:30:00,2021-08-14 03:30:00,,2021-08-19 04:30:00
ORD_0000088,CUST_007627,shipped,2023-03-04 12:35:00,2023-03-05 03:35:00,2023-03-06 03:35:00,,2023-03-19 12:35:00
ORD_0000089,CUST_009876,delivered,2023-05-08 19:12:00,2023-05-09 14:12:00,2023-05-10 14:12:00,2023-05-14 19:12:00,2023-05-25 19:12:00
ORD_0000090,CUST_013291,cancelled,2021-02-19 12:03:00,2021-02-20 02:03:00,2021-02-21 02:03:00,,2021-03-04 12:03:00
ORD_0000091,CUST_013850,delivered,2021-02-16 14:05:00,2021-02-17 00:05:00,2021-02-18 00:05:00,2021-02-28 14:05:00,2021-02-26 14:05:00
ORD_0000092,CUST_009298,delivered,2021-11-01 19:05:00,2021-11-02 16:05:00,2021-11-04 16:05:00,2021-11-18 19:05:00,2021-11-16 19:05:00
ORD_0000093,CUST_003401,shipped,2021-08-16 13:24:00,2021-08-16 20:24:00,2021-08-18 20:24:00,,2021-08-27 13:24:00
ORD_0000094,CUST_011354,delivered,2022-03-14 11:43:00,2022-03-14 14:43:00,2022-03-17 14:43:00,2022-03-31 11:43:00,2022-03-25 11:43:00
ORD_0000095,CUST_000520,processing,2022-09-03 08:23:00,2022-09-04 02:23:00,2022-09-05 02:23:00,,2022-09-15 08:23:00
ORD_0000096,CUST_011490,cancelled,2023-02-12 17:37:00,2023-02-12 21:37:00,2023-02-14 21:37:00,,2023-02-25 17:37:00
ORD_0000097,CUST_014376,delivered,2021-08-27 20:59:00,2021-08-28 14:59:00,2021-08-30 14:59:00,2021-09-06 20:59:00,2021-09-12 20:59:00
ORD_0000098,CUST_003944,delivered,2022-02-25 07:15:00,2022-02-25 12:15:00,2022-02-26 12:15:00,2022-03-03 07:15:00,2022-03-04 07:15:00
ORD_0000099,CUST_005315,delivered,2023-04-13 07:44:00,2023-04-13 11:44:00,2023-04-16 11:44:00,2023-04-18 07:44:00,2023-04-29 07:44:00
ORD_0000100,CUST_004017,delivered,2021-01-28 19:46:00,2021-01-29 11:46:00,2021-01-30 11:46:00,2021-02-04 19:46:00,2021-02-08 19:46:00
ORD_0000101,CUST_004968,processing,2023-03-05 17:58:00,2023-03-06 06:58:00,2023-03-08 06:58:00,,2023-03-20 17:58:00
ORD_0000102,CUST_000702,invoiced,2022-04-24 01:51:00,2022-04-24 22:51:00,2022-04-25 22:51:00,,2022-05-07 01:51:00
ORD_0000103,CUST_009929,cancelled,2023-01-26 05:29:00,2023-01-26 21:29:00,2023-01-29 21:29:00,,2023-02-10 05:29:00
ORD_0000104,CUST_003362,processing,2022-03-05 13:12:00,2022-03-06 06:12:00,2022-03-07 06:12:00,,2022-03-17 13:12:00
ORD_0000105,CUST_009245,delivered,2022-05-13 06:33:00,2022-05-14 00:33:00,2022-05-17 00:33:00,2022-05-16 06:33:00,2022-05-22 06:33:00
ORD_0000106,CUST_007647,delivered,2022-04-17 00:05:00,2022-04-17 10:05:00,2022-04-19 10:05:00,2022-04-30 00:05:00,2022-05-01 00:05:00
ORD_0000107,CUST_009232,processing,2022-01-06 03:33:00,2022-01-06 08:33:00,2022-01-07 08:33:00,,2022-01-13 03:33:00
ORD_0000108,CUST_008641,processing,2022-06-04 21:40:00,2022-06-05 04:40:00,2022-06-07 04:40:00,,2022-06-18 21:40:00
ORD_0000109,CUST_006200,delivered,2022-12-04 05:32:00,2022-12-04 19:32:00,2022-12-07 19:32:00,2022-12-07 05:32:00,2022-12-20 05:32:00
ORD_0000110,CUST_014182,delivered,2023-03-05 12:54:00,2023-03-05 18:54:00,2023-03-07 18:54:00,2023-03-19 12:54:00,2023-03-21 12:54:00
ORD_0000111,CUST_000381,shipped,2021-06-17 11:10:00,2021-06-18 00:10:00,2021-06-20 00:10:00,,2021-07-02 11:10:00
ORD_0000112,CUST_004678,delivered,2022-03-09 17:49:00,2022-03-10 15:49:00,2022-03-12 15:49:00,2022-03-22 17:49:00,2022-03-25 17:49:00
ORD_0000113,CUST_003555,invoiced,2021-04-14 21:39:00,2021-04-15 17:39:00,2021-04-17 17:39:00,,2021-04-21 21:39:00
ORD_0000114,CUST_010123,delivered,2021-05-07 01:35:00,2021-05-07 18:35:00,2021-05-08 18:35:00,2021-05-10 01:35:00,2021-05-18 01:35:00
ORD_0000115,CUST_009028,shipped,2022-07-14 11:56:00,2022-07-14 20:56:00,2022-07-17 20:56:00,,2022-07-28 11:56:00
ORD_0000116,CUST_004178,shipped,2022-08-11 01:52:00,2022-08-11 19:52:00,2022-08-12 19:52:00,,2022-08-21 01:52:00
ORD_0000117,CUST_010395,processing,2022-03-03 10:34:00,2022-03-04 09:34:00,2022-03-06 09:34:00,,2022-03-21 10:34:00
ORD_0000118,CUST_011268,delivered,2021-05-19 12:03:00,2021-05-19 16:03:00,2021-05-20 16:03:00,2021-05-30 12:03:00,2021-05-27 12:03:00
ORD_0000119,CUST_004877,processing,2021-01-31 13:45:00,2021-02-01 13:45:00,2021-02-04 13:45:00,,2021-02-13 13:45:00
ORD_0000120,CUST_003647,invoiced,2021-02-27 10:59:00,2021-02-28 07:59:00,2021-03-03 07:59:00,,2021-03-10 10:59:00
ORD_0000121,CUST_013794,invoiced,2022-10-18 00:33:00,2022-10-19 00:33:00,2022-10-22 00:33:00,,2022-10-25 00:33:00
ORD_0000122,CUST_007190,delivered,2022-12-21 06:28:00,2022-12-22 03:28:00,2022-12-24 03:28:00,2023-01-12 06:28:00,2023-01-08 06:28:00
ORD_0000123,CUST_005467,invoiced,2021-04-20 04:26:00,2021-04-20 05:26:00,2021-04-22 05:26:00,,2021-04-28 04:26:00
ORD_0000124,CUST_001276,delivered,2023-03-17 10:31:00,2023-03-17 18:31:00,2023-03-20 18:31:00,2023-03-31 10:31:00,2023-04-04 10:31:00
ORD_0000125,CUST_002254,invoiced,2021-10-18 05:07:00,2021-10-19 03:07:00,2021-10-21 03:07:00,,2021-10-31 05:07:00
ORD_0000126,CUST_003218,shipped,2021-10-04 15:38:00,2021-10-05 15:38:00,2021-10-07 15:38:00,,2021-10-14 15:38:00
ORD_0000127,CUST_010638,delivered,2023-05-06 03:31:00,2023-05-06 18:31:00,2023-05-07 18:31:00,2023-05-14 03:31:00,2023-05-24 03:31:00
ORD_0000128,CUST_008649,processing,2023-06-04 19:30:00,2023-06-05 09:30:00,2023-06-06 09:30:00,,2023-06-11 19:30:00
ORD_0000129,CUST_015000,invoiced,2021-11-13 00:58:00,2021-11-13 17:58:00,2021-11-15 17:58:00,,2021-12-01 00:58:00
ORD_0000130,CUST_006328,delivered,2022-02-15 08:57:00,2022-02-15 12:57:00,2022-02-17 12:57:00,2022-02-24 08:57:00,2022-03-01 08:57:00
ORD_0000131,CUST_013804,invoiced,2021-05-23 03:38:00,2021-05-23 20:38:00,2021-05-26 20:38:00,,2021-06-04 03:38:00
ORD_0000132,CUST_004311,delivered,2022-03-14 10:40:00,2022-03-14 21:40:00,2022-03-16 21:40:00,2022-04-03 10:40:00,2022-03-31 10:40:00
ORD_0000133,CUST_009997,processing,2021-12-09 17:50:00,2021-12-10 06:50:00,2021-12-12 06:50:00,,2021-12-18 17:50:00
ORD_0000134,CUST_007737,delivered,2021-07-02 18:38:00,2021-07-03 09:38:00,2021-07-04 09:38:00,2021-07-18 18:38:00,2021-07-11 18:38:00
ORD_0000135,CUST_005152,processing,2022-09-23 08:02:00,2022-09-24 06:02:00,2022-09-25 06:02:00,,2022-10-01 08:02:00
ORD_0000136,CUST_009128,delivered,2023-03-04 08:06:00,2023-03-05 01:06:00,2023-03-06 01:06:00,2023-03-10 08:06:00,2023-03-18 08:06:00
ORD_0000137,CUST_010919,delivered,2022-02-21 21:34:00,2022-02-22 05:34:00,2022-02-25 05:34:00,2022-03-04 21:34:00,2022-03-02 21:34:00
ORD_0000138,CUST_010599,processing,2023-02-08 19:33:00,2023-02-09 00:33:00,2023-02-10 00:33:00,,2023-02-20 19:33:00
ORD_0000139,CUST_014639,processing,2021-09-16 13:41:00,2021-09-16 19:41:00,2021-09-19 19:41:00,,2021-09-29 13:41:00
ORD_0000140,CUST_009088,delivered,2022-03-18 02:03:00,2022-03-18 14:03:00,2022-03-20 14:03:00,2022-03-31 02:03:00,2022-03-30 02:03:00
ORD_0000141,CUST_001298,shipped,2021-02-23 17:58:00,2021-02-24 00:58:00,2021-02-26 00:58:00,,2021-03-12 17:58:00
ORD_0000142,CUST_000067,delivered,2022-12-24 09:53:00,2022-12-24 23:53:00,2022-12-25 23:53:00,2023-01-01 09:53:00,2023-01-07 09:53:00
ORD_0000143,CUST_014120,delivered,2022-10-26 12:02:00,2022-10-27 12:02:00,2022-10-28 12:02:00,2022-11-04 12:02:00,2022-11-04 12:02:00
ORD_0000144,CUST_009283,delivered,2021-10-20 12:40:00,2021-10-21 07:40:00,2021-10-23 07:40:00,2021-10-23 12:40:00,2021-10-28 12:40:00
ORD_0000145,CUST_009714,delivered,2023-05-28 02:00:00,2023-05-28 22:00:00,2023-05-29 22:00:00,2023-06-10 02:00:00,2023-06-10 02:00:00
ORD_0000146,CUST_000635,cancelled,2023-06-13 10:19:00,2023-06-13 20:19:00,2023-06-16 20:19:00,,2023-06-23 10:19:00
ORD_0000147,CUST_012046,shipped,2021-02-25 03:30:00,2021-02-25 16:30:00,2021-02-26 16:30:00,,2021-03-14 03:30:00
ORD_0000148,CUST_013180,shipped,2023-06-10 15:46:00,2023-06-11 12:46:00,2023-06-14 12:46:00,,2023-06-19 15:46:00
ORD_0000149,CUST_005569,cancelled,2023-04-22 00:58:00,2023-04-22 06:58:00,2023-04-25 06:58:00,,2023-05-01 00:58:00
ORD_0000150,CUST_008177,invoiced,2022-11-13 21:35:00,2022-11-14 19:35:00,2022-11-15 19:35:00,,2022-11-20 21:35:00
ORD_0000151,CUST_009332,delivered,2023-03-04 06:10:00,2023-03-04 20:10:00,2023-03-06 20:10:00,2023-03-13 06:10:00,2023-03-16 06:10:00
ORD_0000152,CUST_011121,invoiced,2021-04-19 01:47:00,2021-04-19 03:47:00,2021-04-22 03:47:00,,2021-05-04 01:47:00
ORD_0000153,CUST_000016,delivered,2022-11-15 12:48:00,2022-11-15 16:48:00,2022-11-17 16:48:00,2022-11-22 12:48:00,2022-11-23 12:48:00
ORD_0000154,CUST_006890,delivered,2022-10-17 04:22:00,2022-10-17 05:22:00,2022-10-19 05:22:00,2022-10-27 04:22:00,2022-10-28 04:22:00
ORD_0000155,CUST_012498,shipped,2023-03-19 08:15:00,2023-03-20 03:15:00,2023-03-23 03:15:00,,2023-03-30 08:15:00
ORD_0000156,CUST_013884,delivered,2022-11-19 13:21:00,2022-11-20 03:21:00,2022-11-23 03:21:00,2022-12-07 13:21:00,2022-12-06 13:21:00
ORD_0000157,CUST_004316,invoiced,2021-11-24 06:18:00,2021-11-24 22:18:00,2021-11-27 22:18:00,,2021-12-14 06:18:00
ORD_0000158,CUST_003150,delivered,2021-03-23 02:26:00,2021-03-23 08:26:00,2021-03-26 08:26:00,2021-03-31 02:26:00,2021-04-04 02:26:00
ORD_0000159,CUST_010475,invoiced,2023-01-05 17:34:00,2023-01-06 04:34:00,2023-01-08 04:34:00,,2023-01-21 17:34:00
ORD_0000160,CUST_000973,cancelled,2022-07-29 15:59:00,2022-07-30 10:59:00,2022-08-02 10:59:00,,2022-08-07 15:59:00
ORD_0000161,CUST_008674,cancelled,2021-09-24 23:04:00,2021-09-25 10:04:00,2021-09-26 10:04:00,,2021-10-13 23:04:00
ORD_0000162,CUST_011937,delivered,2023-01-26 05:48:00,2023-01-26 07:48:00,2023-01-27 07:48:00,2023-02-13 05:48:00,2023-02-08 05:48:00
ORD_0000163,CUST_011550,delivered,2021-08-25 00:58:00,2021-08-25 21:58:00,2021-08-26 21:58:00,2021-09-18 00:58:00,2021-09-10 00:58:00
ORD_0000164,CUST_011757,shipped,2021-10-13 09:41:00,2021-10-13 17:41:00,2021-10-14 17:41:00,,2021-11-01 09:41:00
ORD_0000165,CUST_008607,shipped,2021-05-29 18:44:00,2021-05-30 06:44:00,2021-06-02 06:44:00,,2021-06-12 18:44:00
ORD_0000166,CUST_014038,shipped,2022-03-15 15:44:00,2022-03-16 14:44:00,2022-03-17 14:44:00,,2022-03-26 15:44:00
ORD_0000167,CUST_006445,shipped,2022-04-29 14:08:00,2022-04-30 11:08:00,2022-05-03 11:08:00,,2022-05-18 14:08:00
ORD_0000168,CUST_008355,invoiced,2023-01-07 08:58:00,2023-01-07 13:58:00,2023-01-10 13:58:00,,2023-01-26 08:58:00
ORD_0000169,CUST_000167,shipped,2021-08-05 21:49:00,2021-08-06 01:49:00,2021-08-09 01:49:00,,2021-08-24 21:49:00
ORD_0000170,CUST_004778,delivered,2022-02-24 14:40:00,2022-02-24 15:40:00,2022-02-25 15:40:00,2022-03-07 14:40:00,2022-03-12 14:40:00
ORD_0000171,CUST_004255,delivered,2021-10-26 05:39:00,2021-10-27 00:39:00,2021-10-30 00:39:00,2021-11-08 05:39:00,2021-11-05 05:39:00
ORD_0000172,CUST_007698,delivered,2021-05-15 03:08:00,2021-05-15 17:08:00,2021-05-17 17:08:00,2021-05-27 03:08:00,2021-05-30 03:08:00
ORD_0000173,CUST_010540,delivered,2023-03-05 01:58:00,2023-03-05 11:58:00,2023-03-08 11:58:00,2023-03-13 01:58:00,2023-03-21 01:58:00
ORD_0000174,CUST_011118,delivered,2022-01-08 15:36:00,2022-01-09 03:36:00,2022-01-12 03:36:00,2022-01-15 15:36:00,2022-01-26 15:36:00
ORD_0000175,CUST_004346,delivered,2021-12-26 12:22:00,2021-12-27 09:22:00,2021-12-28 09:22:00,2022-01-01 12:22:00,2022-01-14 12:22:00
ORD_0000176,CUST_012652,invoiced,2021-10-09 01:45:00,2021-10-10 00:45:00,2021-10-11 00:45:00,,2021-10-24 01:45:00
ORD_0000177,CUST_010625,delivered,2021-01-21 13:54:00,2021-01-21 16:54:00,2021-01-24 16:54:00,2021-02-02 13:54:00,2021-01-31 13:54:00
