customer_id,customer_city,customer_state,total_orders,total_spent,avg_order_value,first_purchase,last_purchase,customer_lifetime_days
CUST_001312,belem,PA,4,4872.21,974.442,2021-01-14T02:12:00.000Z,2023-06-10T13:17:00.000Z,1126
CUST_002752,porto velho,RO,3,2654.77,663.6925,2021-09-27T09:30:00.000Z,2023-02-01T04:42:00.000Z,1255
CUST_002974,aracaju,SE,3,3216.3100000000004,1072.1033333333335,2021-02-20T20:49:00.000Z,2023-04-21T19:43:00.000Z,1176
CUST_008385,porto velho,RO,6,12502.72,1786.1028571428571,2022-01-06T01:23:00.000Z,2023-04-25T23:12:00.000Z,1172
CUST_009170,manaus,AM,4,6315.089999999999,1263.0179999999998,2021-11-01T10:03:00.000Z,2023-05-13T19:01:00.000Z,1154
CUST_000901,sao paulo,SP,3,3832.2999999999997,958.0749999999999,2021-08-31T13:24:00.000Z,2022-02-26T14:14:00.000Z,1595
CUST_001939,recife,PE,3,2234.97,558.7425,2022-07-22T10:49:00.000Z,2023-04-05T13:06:00.000Z,1192
CUST_003367,natal,RN,5,6805.68,972.24,2021-07-22T15:33:00.000Z,2023-05-04T05:20:00.000Z,1163
CUST_005769,joao pessoa,PB,7,13849.589999999998,1538.8433333333332,2021-03-29T08:18:00.000Z,2022-09-18T13:02:00.000Z,1391
CUST_011735,florianopolis,SC,4,6304.57,1576.1425,2021-02-27T07:36:00.000Z,2023-03-25T13:14:00.000Z,1203
CUST_001027,belo horizonte,MG,5,9757.1,1626.1833333333334,2021-02-27T15:42:00.000Z,2023-02-09T19:13:00.000Z,1247
CUST_008497,joao pessoa,PB,6,6633.63,1105.605,2021-01-13T08:35:00.000Z,2023-03-04T20:56:00.000Z,1224
CUST_013694,porto alegre,RS,3,3912.21,1304.07,2021-08-16T10:48:00.000Z,2022-06-15T16:08:00.000Z,1486
CUST_005806,recife,PE,4,2637.91,527.582,2022-03-09T19:43:00.000Z,2022-09-13T07:40:00.000Z,1396
CUST_001793,cuiaba,MT,5,6356.14,1059.3566666666668,2021-06-30T15:54:00.000Z,2022-08-09T12:00:00.000Z,1431
CUST_008782,joao pessoa,PB,7,13119.38,1639.9225,2021-03-18T12:14:00.000Z,2021-12-12T07:12:00.000Z,1671
CUST_007812,porto velho,RO,5,9558.63,1593.1049999999998,2021-01-26T06:53:00.000Z,2022-11-21T01:31:00.000Z,1327
CUST_009919,belem,PA,7,5731.709999999999,716.4637499999999,2021-03-17T03:24:00.000Z,2023-04-07T06:46:00.000Z,1190
CUST_003315,porto velho,RO,4,7354.43,1225.7383333333335,2021-12-17T07:28:00.000Z,2023-03-07T18:48:00.000Z,1221
CUST_013470,cuiaba,MT,6,8517.1,1216.7285714285715,2021-01-08T21:21:00.000Z,2022-09-15T22:44:00.000Z,1394
CUST_001385,campo grande,MS,7,11148.38,1393.5475,2021-01-08T18:02:00.000Z,2023-06-20T10:06:00.000Z,1116
CUST_006144,natal,RN,6,8063.93,1343.9883333333335,2021-01-19T12:57:00.000Z,2022-12-27T14:35:00.000Z,1291
CUST_012298,maceio,AL,7,11631.579999999998,1453.9474999999998,2021-03-21T03:35:00.000Z,2023-05-28T21:02:00.000Z,1139
CUST_001111,porto velho,RO,0,,,,,
CUST_013996,goiania,GO,0,,,,,
CUST_000876,porto velho,RO,0,,,,,
CUST_010411,joao pessoa,PB,0,,,,,
CUST_011394,cuiaba,MT,0,,,,,
CUST_012678,rio de janeiro,RJ,0,,,,,
CUST_000679,joao pessoa,PB,0,,,,,
CUST_000714,teresina,PI,0,,,,,
CUST_001205,belem,PA,0,,,,,
CUST_001733,maceio,AL,0,,,,,
CUST_007553,salvador,BA,3,6255.93,1563.9825,2021-07-29T11:43:00.000Z,2022-11-20T23:52:00.000Z,1328
CUST_009676,goiania,GO,5,4616.99,659.5699999999999,2021-01-24T04:39:00.000Z,2022-02-18T08:07:00.000Z,1603
CUST_012257,maceio,AL,4,1938.96,387.79200000000003,2022-04-08T00:15:00.000Z,2022-10-18T11:02:00.000Z,1361
CUST_012452,sao paulo,SP,6,11858.41,1976.4016666666666,2021-04-25T20:18:00.000Z,2023-05-12T17:59:00.000Z,1155
CUST_008809,goiania,GO,3,5963.830000000001,1987.9433333333336,2022-12-14T23:04:00.000Z,2023-02-06T06:13:00.000Z,1250
CUST_010765,recife,PE,7,10346.449999999999,1293.3062499999999,2021-01-05T01:07:00.000Z,2022-11-10T00:27:00.000Z,1338
CUST_011090,rio de janeiro,RJ,3,4282.41,1070.6025,2022-05-10T13:34:00.000Z,2022-12-03T20:55:00.000Z,1315
CUST_011794,florianopolis,SC,3,5271.92,1757.3066666666666,2021-02-02T03:03:00.000Z,2023-06-14T02:57:00.000Z,1122
CUST_012229,belo horizonte,MG,3,3785.2,946.3,2021-05-24T19:46:00.000Z,2022-08-10T19:23:00.000Z,1430
CUST_013218,joao pessoa,PB,3,4891.870000000001,1630.6233333333337,2021-02-21T03:27:00.000Z,2022-12-01T18:04:00.000Z,1317
CUST_014191,porto alegre,RS,1,2015.83,2015.83,2022-03-24T08:26:00.000Z,2022-03-24T08:26:00.000Z,1569
CUST_000783,teresina,PI,4,6152.5,1538.125,2021-01-17T08:05:00.000Z,2022-12-07T00:58:00.000Z,1311
CUST_004852,belem,PA,3,4174.18,834.836,2021-06-21T05:23:00.000Z,2023-05-21T18:59:00.000Z,1146
CUST_007285,curitiba,PR,5,3820.66,545.8085714285714,2021-08-26T20:24:00.000Z,2022-10-14T14:16:00.000Z,1365
CUST_014024,manaus,AM,2,2622.51,1311.255,2021-01-10T21:30:00.000Z,2023-05-29T06:44:00.000Z,1138
CUST_010826,curitiba,PR,1,274.89,137.445,2023-03-15T13:00:00.000Z,2023-03-15T13:00:00.000Z,1213
CUST_011351,rio de janeiro,RJ,6,8844.81,1263.5442857142857,2021-01-30T01:17:00.000Z,2023-01-29T03:13:00.000Z,1258
CUST_012111,sao paulo,SP,4,7502.539999999999,1875.6349999999998,2022-06-09T16:15:00.000Z,2023-01-23T22:53:00.000Z,1264
CUST_014957,recife,PE,7,11712.4,1464.05,2021-02-15T18:41:00.000Z,2022-12-19T16:32:00.000Z,1299
CUST_003388,florianopolis,SC,2,2905.4399999999996,1452.7199999999998,2021-05-08T23:57:00.000Z,2022-12-23T12:36:00.000Z,1295
CUST_009344,porto velho,RO,4,6573.44,1643.36,2021-06-19T21:17:00.000Z,2023-04-22T17:48:00.000Z,1175
CUST_003221,campo grande,MS,7,12303.349999999999,1537.9187499999998,2021-02-23T01:49:00.000Z,2023-04-25T01:30:00.000Z,1172
CUST_007886,goiania,GO,7,10389.629999999997,1484.2328571428568,2021-03-10T15:37:00.000Z,2023-01-05T22:28:00.000Z,1282
CUST_010662,porto alegre,RS,6,8698.060000000001,1449.676666666667,2021-03-16T06:14:00.000Z,2023-06-05T14:26:00.000Z,1131
CUST_000259,porto velho,RO,3,6087.25,2029.0833333333333,2021-08-13T08:34:00.000Z,2023-05-26T08:53:00.000Z,1141
CUST_004614,maceio,AL,6,10071.75,1438.8214285714287,2021-03-21T05:29:00.000Z,2022-02-13T17:01:00.000Z,1608
CUST_005011,belem,PA,2,5428.63,1809.5433333333333,2021-10-22T07:27:00.000Z,2022-05-03T00:49:00.000Z,1529
CUST_008236,florianopolis,SC,5,5109.56,851.5933333333334,2021-04-15T09:23:00.000Z,2022-04-24T08:37:00.000Z,1538
CUST_007513,belem,PA,6,11527.66,1440.9575,2021-04-14T09:41:00.000Z,2023-03-26T05:16:00.000Z,1202
CUST_001424,manaus,AM,4,8347.8,1391.3,2021-02-14T19:28:00.000Z,2023-05-08T16:29:00.000Z,1159
CUST_009011,porto velho,RO,3,5965.15,1988.3833333333332,2021-03-06T16:52:00.000Z,2022-12-24T21:40:00.000Z,1294
CUST_012439,aracaju,SE,4,8092.0199999999995,2023.0049999999999,2021-03-13T09:27:00.000Z,2022-12-31T03:19:00.000Z,1287
CUST_006570,recife,PE,4,3144.5899999999997,786.1474999999999,2021-08-24T10:36:00.000Z,2023-03-17T08:35:00.000Z,1211
CUST_001074,florianopolis,SC,4,4325.4,865.0799999999999,2021-07-01T03:53:00.000Z,2023-06-07T17:58:00.000Z,1129
CUST_013074,sao paulo,SP,5,6634.570000000001,1326.9140000000002,2021-05-22T04:45:00.000Z,2022-02-17T22:42:00.000Z,1604
CUST_003294,curitiba,PR,3,4910.4400000000005,1636.8133333333335,2021-07-21T08:13:00.000Z,2022-04-19T14:47:00.000Z,1543
CUST_006856,teresina,PI,6,9019.24,1503.2066666666667,2021-03-14T09:17:00.000Z,2023-06-12T09:38:00.000Z,1124
CUST_007589,teresina,PI,3,8411.36,2102.84,2021-05-27T14:06:00.000Z,2023-04-04T09:12:00.000Z,1193
CUST_009350,cuiaba,MT,4,4235.79,847.158,2021-01-21T00:51:00.000Z,2021-07-18T14:53:00.000Z,1818
CUST_006288,joao pessoa,PB,4,7734.75,1933.6875,2021-03-09T11:23:00.000Z,2022-01-11T11:32:00.000Z,1641
CUST_008641,florianopolis,SC,5,5314.92,1062.984,2022-06-04T21:40:00.000Z,2023-06-06T18:59:00.000Z,1130
CUST_000025,natal,RN,4,7776.050000000001,1296.0083333333334,2021-07-30T17:53:00.000Z,2022-01-04T15:48:00.000Z,1648
CUST_002492,belo horizonte,MG,5,5153.33,858.8883333333333,2021-03-31T11:13:00.000Z,2022-09-30T23:18:00.000Z,1379
CUST_008127,curitiba,PR,7,11627.189999999999,1661.0271428571427,2021-06-13T02:26:00.000Z,2022-11-17T19:44:00.000Z,1331
CUST_000934,florianopolis,SC,0,,,,,
CUST_008133,maceio,AL,0,,,,,
CUST_001091,sao paulo,SP,0,,,,,
CUST_002253,teresina,PI,0,,,,,
CUST_003906,maceio,AL,0,,,,,
CUST_007868,campo grande,MS,0,,,,,
CUST_011688,manaus,AM,10,14393.61,1199.4675,2021-07-20T23:01:00.000Z,2023-04-22T15:13:00.000Z,1175
CUST_008205,fortaleza,CE,0,,,,,
CUST_000416,sao paulo,SP,0,,,,,
CUST_007197,florianopolis,SC,0,,,,,
CUST_007640,florianopolis,SC,0,,,,,
CUST_013377,manaus,AM,3,5144.45,1714.8166666666666,2021-03-31T21:02:00.000Z,2022-10-05T05:10:00.000Z,1374
CUST_000909,fortaleza,CE,4,3278.7,655.74,2021-07-22T21:41:00.000Z,2023-01-24T01:49:00.000Z,1263
CUST_002941,campo grande,MS,5,7688.780000000001,1537.756,2021-03-29T01:12:00.000Z,2022-05-20T03:34:00.000Z,1512
CUST_005154,fortaleza,CE,4,5294.46,1058.892,2021-12-04T18:43:00.000Z,2022-10-03T16:23:00.000Z,1376
CUST_005664,campo grande,MS,6,6293.84,1048.9733333333334,2021-07-01T07:52:00.000Z,2023-03-22T09:27:00.000Z,1206
CUST_006838,joao pessoa,PB,1,2363.61,2363.61,2023-03-22T11:59:00.000Z,2023-03-22T11:59:00.000Z,1206
CUST_007913,manaus,AM,5,5682.97,947.1616666666667,2021-09-01T11:13:00.000Z,2023-03-22T18:47:00.000Z,1206
CUST_010744,porto alegre,RS,3,4589.49,1529.83,2021-09-10T07:29:00.000Z,2023-03-13T04:20:00.000Z,1215
CUST_014442,teresina,PI,4,4367.1,873.4200000000001,2021-04-05T01:31:00.000Z,2021-08-01T18:51:00.000Z,1804
CUST_002456,belem,PA,4,2890.6599999999994,722.6649999999998,2021-12-20T17:14:00.000Z,2022-08-16T18:16:00.000Z,1424
CUST_002664,porto velho,RO,6,6719.969999999999,1119.995,2021-01-13T09:27:00.000Z,2023-03-18T05:27:00.000Z,1210
CUST_005517,recife,PE,5,8561.09,1426.8483333333334,2021-03-05T12:37:00.000Z,2023-03-25T12:06:00.000Z,1203
CUST_010441,belo horizonte,MG,3,5763.86,1921.2866666666666,2021-07-28T10:32:00.000Z,2023-01-14T03:32:00.000Z,1273
CUST_001174,fortaleza,CE,2,3531.2799999999997,1765.6399999999999,2021-12-03T18:14:00.000Z,2022-01-12T11:29:00.000Z,1640
CUST_007014,belo horizonte,MG,2,2416.53,1208.265,2022-09-23T16:55:00.000Z,2023-03-09T08:27:00.000Z,1219
CUST_009451,cuiaba,MT,2,2971.61,1485.805,2021-07-17T03:07:00.000Z,2022-01-13T14:01:00.000Z,1639
CUST_011775,sao paulo,SP,8,9838.310000000001,1229.7887500000002,2021-09-07T15:26:00.000Z,2023-06-01T03:37:00.000Z,1135
CUST_014202,campo grande,MS,6,4503.71,750.6183333333333,2021-07-01T00:01:00.000Z,2022-12-21T18:05:00.000Z,1297
CUST_005520,porto velho,RO,2,2117.3,1058.65,2021-09-14T18:44:00.000Z,2023-02-04T10:19:00.000Z,1252
CUST_006171,teresina,PI,4,4535.81,907.162,2021-05-02T17:18:00.000Z,2022-07-01T00:22:00.000Z,1470
CUST_009060,porto alegre,RS,1,1356.38,678.19,2021-12-17T20:15:00.000Z,2021-12-17T20:15:00.000Z,1666
CUST_005218,teresina,PI,7,11508.979999999998,1278.7755555555552,2021-03-07T23:40:00.000Z,2023-05-10T23:58:00.000Z,1157
CUST_006238,florianopolis,SC,4,6785.31,1696.3275,2021-09-07T11:40:00.000Z,2022-01-29T07:46:00.000Z,1623
CUST_010066,porto alegre,RS,2,2956.5099999999998,1478.2549999999999,2022-01-11T11:54:00.000Z,2022-05-27T20:05:00.000Z,1505
CUST_012477,recife,PE,2,4759.94,2379.97,2021-09-04T16:15:00.000Z,2021-12-24T07:44:00.000Z,1659
CUST_000991,natal,RN,3,4557.360000000001,1519.1200000000001,2021-12-10T20:26:00.000Z,2023-05-05T11:12:00.000Z,1162
CUST_003867,manaus,AM,2,2283.85,1141.925,2021-11-18T18:21:00.000Z,2023-04-26T16:19:00.000Z,1171
CUST_003991,aracaju,SE,4,7059.54,1764.885,2021-01-22T11:58:00.000Z,2022-12-26T05:14:00.000Z,1292
CUST_006062,manaus,AM,2,3610.3199999999997,1805.1599999999999,2021-07-10T05:34:00.000Z,2021-12-25T11:29:00.000Z,1658
CUST_010314,salvador,BA,5,7373.39,1053.3414285714287,2022-01-22T06:07:00.000Z,2023-05-27T20:00:00.000Z,1140
CUST_004010,goiania,GO,3,4044.6899999999996,1011.1724999999999,2021-03-29T22:09:00.000Z,2023-04-26T10:14:00.000Z,1171
CUST_003270,florianopolis,SC,2,2913.47,1456.735,2021-09-26T10:34:00.000Z,2023-03-01T06:31:00.000Z,1227
CUST_014662,natal,RN,5,10728.84,2145.768,2021-05-25T08:19:00.000Z,2023-03-05T21:38:00.000Z,1223
CUST_007340,porto alegre,RS,4,5683.450000000001,1420.8625000000002,2022-07-18T23:03:00.000Z,2023-06-14T01:23:00.000Z,1122
CUST_008004,salvador,BA,5,4752.43,792.0716666666667,2021-08-09T12:19:00.000Z,2023-02-04T08:35:00.000Z,1252
CUST_004495,salvador,BA,3,6042.629999999999,2014.2099999999998,2021-08-01T05:06:00.000Z,2021-10-23T00:41:00.000Z,1721
CUST_004609,cuiaba,MT,3,5643.54,1881.18,2021-03-10T06:34:00.000Z,2023-03-25T12:42:00.000Z,1203
CUST_007134,natal,RN,3,3919.9,1306.6333333333334,2021-02-03T18:58:00.000Z,2022-04-13T06:11:00.000Z,1549
CUST_012502,joao pessoa,PB,5,5571.129999999999,1114.2259999999999,2021-10-24T21:32:00.000Z,2023-04-07T21:26:00.000Z,1190
CUST_014486,curitiba,PR,4,5841.14,1168.228,2021-04-13T11:35:00.000Z,2022-10-17T23:36:00.000Z,1362
CUST_009099,florianopolis,SC,6,13306.019999999999,1663.2524999999998,2021-09-21T17:23:00.000Z,2023-04-02T15:10:00.000Z,1195
CUST_014616,maceio,AL,5,6904.3099999999995,1150.7183333333332,2022-01-04T01:05:00.000Z,2023-05-13T14:10:00.000Z,1154
CUST_003630,manaus,AM,8,10867.050000000001,1358.3812500000001,2021-01-04T20:39:00.000Z,2023-05-17T19:20:00.000Z,1150
CUST_005568,teresina,PI,7,11879.049999999997,1319.8944444444442,2021-01-02T13:02:00.000Z,2023-06-14T04:07:00.000Z,1122
CUST_009827,belo horizonte,MG,5,9294.7,1858.94,2021-04-27T13:41:00.000Z,2023-01-04T15:43:00.000Z,1283
CUST_003924,cuiaba,MT,6,9577.89,1596.3149999999998,2021-03-26T20:28:00.000Z,2023-05-31T04:41:00.000Z,1136
CUST_006512,fortaleza,CE,7,3072.4500000000003,384.05625000000003,2021-08-07T17:10:00.000Z,2023-06-11T03:44:00.000Z,1125
CUST_004953,sao paulo,SP,0,,,,,
CUST_011516,salvador,BA,0,,,,,
CUST_009559,fortaleza,CE,0,,,,,
CUST_010968,belo horizonte,MG,0,,,,,
CUST_009273,maceio,AL,0,,,,,
CUST_000770,fortaleza,CE,0,,,,,
CUST_004824,aracaju,SE,3,6276.900000000001,2092.3,2021-03-07T06:58:00.000Z,2022-06-10T02:22:00.000Z,1491
CUST_007336,curitiba,PR,5,9669.33,1611.555,2021-03-06T23:56:00.000Z,2022-09-23T09:57:00.000Z,1386
CUST_010276,sao paulo,SP,4,5126.0,1281.5,2022-02-15T05:34:00.000Z,2022-10-07T09:10:00.000Z,1372
CUST_012870,porto velho,RO,1,2912.27,2912.27,2021-05-31T08:31:00.000Z,2021-05-31T08:31:00.000Z,1866
CUST_012955,recife,PE,2,3446.52,1723.26,2021-03-11T14:53:00.000Z,2021-05-31T19:39:00.000Z,1866
CUST_013620,fortaleza,CE,2,2498.17,1249.085,2022-02-09T05:40:00.000Z,2023-02-24T09:08:00.000Z,1232
CUST_007075,goiania,GO,4,6859.61,1714.9025,2021-05-20T16:34:00.000Z,2022-07-05T22:04:00.000Z,1466
CUST_007509,aracaju,SE,5,6205.009999999999,1241.002,2021-01-09T20:01:00.000Z,2022-12-14T18:41:00.000Z,1304
CUST_013481,cuiaba,MT,5,7469.570000000001,1244.9283333333335,2021-08-05T08:29:00.000Z,2023-05-28T22:54:00.000Z,1139
CUST_000304,teresina,PI,1,1167.73,1167.73,2023-04-10T23:30:00.000Z,2023-04-10T23:30:00.000Z,1187
CUST_006264,porto velho,RO,4,5485.780000000001,1097.1560000000002,2021-05-14T13:01:00.000Z,2023-01-11T09:08:00.000Z,1276
CUST_011066,goiania,GO,3,7248.26,2416.0866666666666,2021-01-04T22:03:00.000Z,2022-12-24T14:18:00.000Z,1294
CUST_011792,recife,PE,3,2238.7400000000002,559.6850000000001,2022-03-29T17:21:00.000Z,2023-05-27T15:15:00.000Z,1140
CUST_011947,goiania,GO,2,5650.58,2825.29,2021-03-31T18:16:00.000Z,2022-12-24T18:14:00.000Z,1294
CUST_013997,salvador,BA,2,431.16,215.58,2021-10-05T18:56:00.000Z,2022-11-24T14:07:00.000Z,1324
CUST_001779,cuiaba,MT,3,6798.13,1699.5325,2022-01-10T02:28:00.000Z,2023-04-23T19:22:00.000Z,1174
CUST_004819,salvador,BA,3,6023.83,2007.9433333333334,2021-01-11T21:57:00.000Z,2022-03-29T14:52:00.000Z,1564
CUST_009778,cuiaba,MT,3,4491.57,1122.8925,2021-06-04T07:28:00.000Z,2022-12-31T06:28:00.000Z,1287
CUST_005310,goiania,GO,2,1569.55,784.775,2022-01-23T18:35:00.000Z,2022-03-01T23:05:00.000Z,1592
CUST_010648,joao pessoa,PB,3,5828.81,1942.9366666666667,2022-01-13T17:33:00.000Z,2022-10-16T20:46:00.000Z,1363
CUST_005097,manaus,AM,4,7336.25,1467.25,2021-03-08T03:08:00.000Z,2023-05-15T11:37:00.000Z,1152
CUST_007970,curitiba,PR,4,3342.09,835.5225,2021-06-09T08:13:00.000Z,2023-03-18T15:08:00.000Z,1210
CUST_008839,teresina,PI,6,10051.88,1675.3133333333333,2021-02-08T02:20:00.000Z,2023-03-05T11:48:00.000Z,1223
CUST_011724,maceio,AL,2,2159.62,1079.81,2021-01-30T08:23:00.000Z,2021-06-01T11:30:00.000Z,1865
CUST_013403,recife,PE,4,4595.3,919.0600000000001,2021-01-12T01:43:00.000Z,2023-05-29T17:41:00.000Z,1138
CUST_002979,maceio,AL,7,7918.289999999999,1131.1842857142856,2021-01-21T12:37:00.000Z,2023-05-23T06:54:00.000Z,1144
CUST_007106,fortaleza,CE,5,9447.71,1889.542,2021-03-15T18:32:00.000Z,2022-12-29T08:08:00.000Z,1289
CUST_001604,cuiaba,MT,3,5758.6,1439.65,2022-02-28T07:44:00.000Z,2023-05-26T05:18:00.000Z,1141
CUST_008745,fortaleza,CE,8,9906.38,990.6379999999999,2021-01-22T14:03:00.000Z,2023-05-16T06:00:00.000Z,1151
CUST_002357,sao paulo,SP,4,4239.16,1059.79,2021-11-26T22:18:00.000Z,2022-06-16T18:18:00.000Z,1485
CUST_002654,sao paulo,SP,3,1744.1799999999998,581.3933333333333,2021-09-13T17:48:00.000Z,2023-01-19T18:15:00.000Z,1268
CUST_003434,porto velho,RO,3,3716.23,1238.7433333333333,2022-09-20T04:15:00.000Z,2023-02-08T11:52:00.000Z,1248
CUST_005747,fortaleza,CE,4,3728.97,932.2425,2021-08-31T17:36:00.000Z,2022-09-26T12:53:00.000Z,1383
CUST_007192,belo horizonte,MG,7,8101.639999999999,1157.3771428571429,2021-01-13T06:37:00.000Z,2023-02-24T18:11:00.000Z,1232
CUST_011073,natal,RN,5,6212.280000000001,1035.38,2022-02-10T15:44:00.000Z,2023-01-05T11:18:00.000Z,1282
CUST_005617,rio de janeiro,RJ,4,7516.59,1879.1475,2022-03-29T21:54:00.000Z,2023-05-27T17:19:00.000Z,1140
CUST_014689,goiania,GO,4,9738.74,2434.685,2021-12-13T12:35:00.000Z,2023-04-14T13:40:00.000Z,1183
CUST_007396,rio de janeiro,RJ,5,6014.58,1202.916,2021-04-11T08:02:00.000Z,2023-04-10T18:04:00.000Z,1187
CUST_008045,maceio,AL,5,7599.780000000001,1519.9560000000001,2021-03-03T16:54:00.000Z,2022-08-09T12:24:00.000Z,1431
CUST_004080,joao pessoa,PB,5,9851.91,1641.985,2021-09-28T05:52:00.000Z,2023-03-29T05:23:00.000Z,1199
CUST_013806,florianopolis,SC,9,16137.81,1467.0736363636363,2021-02-12T17:12:00.000Z,2023-05-24T15:49:00.000Z,1143
CUST_001523,porto velho,RO,9,15047.44,1504.7440000000001,2021-02-18T18:32:00.000Z,2023-06-04T02:25:00.000Z,1132
CUST_013585,belem,PA,0,,,,,
CUST_002413,sao paulo,SP,0,,,,,
CUST_010528,natal,RN,0,,,,,
CUST_011455,porto velho,RO,0,,,,,
CUST_001678,joao pessoa,PB,4,5290.0199999999995,1322.5049999999999,2021-03-07T05:38:00.000Z,2023-05-26T15:57:00.000Z,1141
CUST_001767,salvador,BA,2,2834.43,1417.215,2021-03-17T22:35:00.000Z,2022-02-18T16:53:00.000Z,1603
CUST_008532,goiania,GO,3,5745.31,1915.1033333333335,2022-01-27T09:10:00.000Z,2023-05-08T23:42:00.000Z,1159
CUST_003590,sao paulo,SP,3,3579.71,894.9275,2021-11-06T09:41:00.000Z,2023-01-21T19:37:00.000Z,1266
CUST_003638,recife,PE,2,2935.76,978.5866666666667,2022-03-22T05:29:00.000Z,2023-05-21T01:00:00.000Z,1146
CUST_001867,porto velho,RO,3,6003.919999999999,1500.9799999999998,2021-06-12T15:57:00.000Z,2022-11-17T02:32:00.000Z,1331
CUST_002290,sao paulo,SP,2,2003.58,667.86,2021-05-24T22:37:00.000Z,2022-10-08T23:31:00.000Z,1371
CUST_013295,fortaleza,CE,1,257.6,257.6,2022-07-06T14:25:00.000Z,2022-07-06T14:25:00.000Z,1465
CUST_007902,natal,RN,3,3058.79,1019.5966666666667,2022-03-12T12:42:00.000Z,2022-06-22T11:56:00.000Z,1479
CUST_014233,maceio,AL,2,5432.91,2716.455,2021-12-16T00:01:00.000Z,2022-11-07T11:51:00.000Z,1341
CUST_006511,cuiaba,MT,3,4959.41,1653.1366666666665,2021-10-21T17:59:00.000Z,2023-01-04T13:14:00.000Z,1283
CUST_007669,natal,RN,5,5387.56,1077.5120000000002,2021-03-10T12:11:00.000Z,2023-03-01T12:26:00.000Z,1227
CUST_001124,porto velho,RO,3,5157.81,1289.4525,2021-01-20T17:49:00.000Z,2023-06-09T17:02:00.000Z,1127
CUST_005082,belo horizonte,MG,2,322.73,161.365,2021-08-19T12:13:00.000Z,2022-10-16T05:23:00.000Z,1363
CUST_011903,maceio,AL,5,3882.9900000000002,776.5980000000001,2021-06-02T07:34:00.000Z,2023-05-03T06:33:00.000Z,1164
CUST_010460,porto velho,RO,2,5260.66,1315.165,2022-05-30T16:39:00.000Z,2023-01-30T07:29:00.000Z,1257
CUST_005881,campo grande,MS,2,3795.43,1897.715,2022-01-05T15:40:00.000Z,2022-08-14T08:24:00.000Z,1426
CUST_006163,cuiaba,MT,4,5188.01,1037.602,2022-01-05T21:21:00.000Z,2023-03-13T14:35:00.000Z,1215
