item_id,order_id,product_id,quantity,unit_price,discount_percent
185,365,275,2,891.48,20
186,83,122,2,394.91,19
187,134,190,3,594.26,56
188,177,76,5,1150.1,40
189,155,63,5,2765.28,68
191,500,260,-2,1027.28,69
193,174,353,5,381.33,56
194,348,283,4,394.78,17
195,229,183,1,322.82,28
196,299,270,1,705.32,24
197,276,435,3,1364.1,10
198,100,252,1,987.39,50
199,466,342,5,1115.14,7
200,190,198,2,1149.85,54
201,229,448,3,1705.05,39
204,107,156,5,1450.11,18
205,478,492,5,1792.5,8
206,328,469,4,856.32,52
207,103,96,2,2505.24,17
208,422,424,3,940.88,5
209,115,14,5,2384.1,59
210,64,335,2,2014.44,60
211,465,353,3,1952.12,62
212,253,497,1,246.84,35
213,445,133,3,1902.59,55
214,192,263,4,2212.22,15
216,183,84,4,206.02,17
217,25,149,3,910.41,45
218,392,49,1,1816.35,23
220,50,274,3,1761.14,46
222,53,112,4,505.94,20
223,434,273,2,2152.01,67
224,60,420,1,437.13,9
225,354,186,1,460.09,39
226,391,497,4,1059.03,66
227,114,66,-3,2577.6,15
228,65,108,2,434.14,39
229,40,10,1,2335.34,14
230,17,407,4,1996.38,13
231,466,130,5,177.68,15
232,401,64,3,2764.29,12
233,95,344,2,1087.02,25
235,259,292,2,251.59,30
236,112,367,5,615.07,67
237,3,499,3,2189.78,68
238,188,358,2,1788.67,60
240,117,209,4,382.89,65
241,267,70,3,1512.66,14
242,43,168,3,1506.45,5
243,352,500,4,2531.22,39
244,438,220,2,606.92,37
245,481,348,1,1133.95,60
246,345,54,1,1219.29,62
247,62,74,5,1214.69,10
248,34,187,5,2926.86,21
249,63,120,3,2522.42,51
250,388,405,4,2412.9,34
251,249,262,4,872.73,51
252,251,255,4,730.92,32
253,426,35,-2,1519.5,6
254,310,348,1,1014.52,48
255,390,40,3,2000.19,12
256,104,151,5,2003.18,59
257,176,415,4,2586.03,69
259,227,236,4,156.14,48
260,453,362,2,534.23,38
261,250,392,4,372.68,49
262,293,241,4,1453.94,69
263,135,254,2,1793.58,50
264,393,146,4,995.42,45
265,429,188,1,1079.19,16
266,195,50,-5,1313.04,43
267,339,126,3,780.46,7
268,445,157,3,387.69,8
269,20,236,-2,1990.41,41
270,137,11,4,2103.08,53
271,194,293,-5,1201.39,40
272,52,354,5,2041.58,62
273,86,315,3,933.59,43
274,431,436,4,1630.71,9
275,294,206,3,2423.58,38
276,368,433,5,1755.67,11
277,291,411,5,1616.64,8
278,334,422,4,940.45,9
279,161,103,3,1272.23,69
280,344,391,3,1665.31,58
282,138,480,2,1931.88,59
283,479,290,5,2193.51,55
285,164,441,3,2499.13,52
286,137,422,1,896.78,52
287,208,123,2,385.0,30
288,238,249,-2,1701.48,39
289,104,82,4,854.5,4
290,338,282,1,569.16,35
291,401,11,1,213.22,62
292,444,33,1,2706.7,38
293,204,483,4,2527.44,11
294,478,62,2,1589.77,64
295,129,255,5,2659.47,67
296,169,427,2,1773.76,40
297,479,217,4,693.12,30
298,226,210,1,800.2,35
299,192,359,5,2848.7,68
300,350,127,3,2891.78,60
301,421,158,2,112.17,47
302,354,470,5,2376.97,6
303,159,328,2,2877.53,49
304,274,444,3,747.33,15
305,475,470,4,803.82,50
306,153,108,1,2585.28,30
307,451,416,2,2311.89,40
308,444,42,4,2478.43,35
309,475,431,4,1031.53,52
310,423,83,4,2110.52,12
311,309,374,5,2449.61,53
312,391,27,3,1942.05,3
313,2,206,2,640.22,17
314,57,81,3,786.33,10
315,406,481,2,992.23,52
316,134,89,4,2078.03,17
317,44,213,3,1134.42,25
318,11,486,4,117.76,28
319,465,46,5,2923.68,29
320,26,206,2,1873.11,21
321,491,189,5,551.86,11
322,223,396,5,2763.97,67
323,61,115,4,2155.01,63
324,148,383,2,1507.8,34
325,308,111,2,2985.86,26
326,215,93,3,1255.15,24
327,121,317,-2,1380.38,33
328,44,6,2,1433.2,58
329,352,109,3,2154.34,50
330,38,49,4,1693.15,32
331,242,466,1,1095.19,30
332,3,130,5,1538.4,5
333,344,190,4,440.1,50
334,134,87,5,1536.05,22
335,46,163,3,2145.25,16
336,161,23,4,2936.62,14
337,383,185,4,2782.4,35
338,314,425,3,2296.61,33
339,458,85,3,980.85,55
340,285,437,4,2772.42,19
342,224,60,4,2985.85,59
343,364,288,4,1481.34,45
344,64,179,4,326.05,18
345,384,261,3,2476.59,21
346,299,498,5,62.17,27
347,127,394,5,1519.43,9
348,146,349,1,2944.94,3
349,429,166,1,503.64,13
350,233,322,1,2867.84,61
352,109,442,4,193.61,16
353,381,37,3,1664.11,7
354,131,92,5,758.24,51
355,84,199,4,2349.5,26
356,62,153,3,1497.99,19
357,463,351,4,1830.37,39
358,263,103,3,1494.39,47
359,47,388,4,1296.48,54
360,323,219,3,324.2,55
361,347,115,5,1960.45,59
362,323,332,2,1597.8,67
363,465,411,3,1458.95,10
364,431,128,2,1593.12,38
365,40,470,3,183.03,70
366,49,238,1,1999.52,52
367,131,300,5,291.22,45
368,92,403,-5,587.51,59
370,320,414,5,831.97,57
371,383,310,2,814.99,10
372,3,203,1,394.2,2
373,355,208,2,2612.9,58
374,317,417,5,2923.07,38
375,412,155,3,308.52,50
376,418,9,-2,2103.3,14
377,247,333,2,478.2,26
378,98,45,2,937.71,68
379,12,60,4,540.01,54
380,494,249,2,1440.89,56
381,151,292,4,2496.88,25
382,53,323,4,2550.51,1
383,378,297,4,1807.73,63
384,250,205,5,1484.0,4
385,119,366,5,229.08,62
386,284,33,1,840.15,40
387,254,319,4,2819.95,14
388,11,83,3,899.63,55
389,119,260,2,698.12,56
391,408,242,4,2409.28,46
392,354,384,2,304.27,36
393,81,311,4,1501.95,25
394,156,121,4,667.83,63
395,452,134,1,1103.28,45
396,17,414,2,237.81,64
397,62,288,4,711.08,29
398,394,24,3,2321.78,45
399,437,354,5,2627.4,19
400,475,485,5,1341.59,6
401,500,55,4,2355.87,14
402,422,288,5,173.81,13
403,446,106,1,2737.41,15
404,391,260,2,1520.25,56
405,172,420,1,456.43,46
406,394,394,2,69.43,53
407,88,44,4,834.75,64
408,78,386,4,2272.85,31
409,411,220,4,1269.56,17
410,407,350,4,1117.23,66
411,368,413,1,1576.18,1
412,206,396,1,534.76,40
413,339,473,1,1942.32,4
414,499,152,5,1286.95,66
415,466,177,5,73.31,40
416,359,207,3,1366.26,18
417,358,177,2,2668.64,56
418,44,19,4,1635.43,38
419,267,277,4,887.59,16
420,267,175,1,2283.29,39
422,57,375,3,226.84,64
423,182,64,3,190.81,64
424,233,174,1,2949.7,0
425,433,305,5,739.82,68
426,366,194,3,1583.02,17
427,299,99,2,2477.39,66
428,365,218,3,2493.89,18
429,455,67,1,1454.95,54
430,207,302,4,1698.96,67
431,326,217,4,2989.71,63
432,422,84,4,475.82,53
433,67,496,2,2128.35,58
434,234,243,5,146.19,27
435,472,488,2,400.36,47
436,293,149,4,168.83,47
437,192,156,2,917.24,39
438,402,302,1,1294.18,18
439,94,420,3,2232.0,27
440,35,446,1,181.81,44
441,461,173,4,2354.98,57
442,391,71,4,1539.05,16
443,77,444,4,2197.2,57
444,199,120,1,2705.72,52
445,377,143,3,1955.45,56
446,288,331,2,415.16,39
447,296,388,5,205.98,69
448,258,460,5,105.06,60
449,141,403,5,657.12,2
450,311,165,5,1235.3,68
451,175,224,1,582.5,2
452,196,132,1,318.52,40
453,74,94,1,803.89,36
454,348,87,1,223.8,52
455,153,200,3,341.3,7
456,133,193,2,2827.65,41
457,386,306,1,1778.79,30
458,198,487,4,389.49,64
459,209,34,1,1478.31,70
460,138,284,4,2892.25,2
461,156,291,1,1249.9,16
462,105,401,1,2905.34,64
463,401,126,3,1635.73,21
464,22,1,4,2447.3,57
465,1,31,5,2803.85,21
466,430,349,4,1171.45,32
467,300,431,3,1555.47,27
468,289,36,1,936.88,68
469,372,285,4,2996.52,17
470,491,411,4,989.0,64
471,140,126,3,2003.72,57
472,492,307,3,1018.95,58
473,312,244,2,62.62,0
474,285,459,1,2104.65,52
475,42,404,4,2636.32,68
476,345,64,1,1091.33,56
477,199,91,4,2525.48,45
478,480,99,1,1361.5,47
479,349,472,2,2142.13,35
480,414,368,2,702.39,38
481,144,253,4,2718.3,4
482,421,327,5,1218.45,25
483,88,283,3,621.62,63
484,34,302,5,428.33,22
485,452,268,1,2200.25,29
487,2,481,5,1309.99,58
488,222,433,1,2985.56,41
489,239,254,3,1116.34,66
490,25,143,1,2759.25,28
492,354,217,5,2875.44,28
493,160,33,2,1896.68,42
494,414,13,-1,1797.97,55
495,56,243,3,753.16,31
496,267,407,3,748.39,42
497,392,49,1,1894.78,56
498,470,18,5,1163.32,7
499,471,411,1,1353.66,7
500,34,53,3,2048.82,55
501,206,50,5,1871.04,48
502,233,197,4,1419.42,1
503,174,334,4,2815.88,12
504,301,99,1,368.62,42
506,132,182,5,1291.97,65
507,71,409,5,180.01,31
508,263,492,2,1972.53,55
509,398,75,3,484.86,69
510,189,497,3,73.84,37
511,30,122,5,1545.97,18
512,177,101,5,2930.71,54
513,97,342,2,1453.39,43
514,437,297,4,1719.99,42
515,169,84,3,359.3,53
516,328,115,1,2095.0,0
517,247,377,4,2316.63,30
518,106,205,3,593.52,48
519,184,16,1,1686.34,9
521,102,102,3,888.1,3
522,174,434,2,1685.79,22
523,432,135,2,2736.41,22
524,195,336,1,2372.87,17
525,157,234,1,758.44,26
526,410,320,3,2650.91,67
527,407,98,1,615.46,16
528,307,220,4,2932.1,40
529,438,275,2,917.84,24
530,323,408,2,876.22,6
531,108,373,2,290.15,62
532,86,261,4,1194.94,8
533,238,92,5,999.38,66
534,367,490,3,1509.64,61
535,107,113,3,2689.91,4
536,112,157,4,1303.82,50
537,131,282,4,300.04,47
538,181,118,1,1772.69,66
539,219,231,4,1429.28,43
540,163,140,4,1177.99,63
541,331,39,2,1109.32,33
542,263,280,1,1948.78,64
543,61,37,3,1112.7,12
544,346,169,5,787.57,25
545,438,386,3,2162.75,17
546,395,154,5,881.44,1
547,485,208,3,2474.49,51
548,390,488,1,490.38,65
550,175,406,5,303.33,59
551,108,225,2,1377.42,53
552,296,448,5,428.62,17
553,174,116,1,1286.48,45
554,154,167,4,1781.52,68
555,79,488,5,2983.06,17
556,196,105,5,2848.64,50
557,244,56,1,1020.08,24
558,48,88,4,357.72,38
559,14,96,5,637.05,62
560,150,338,4,1596.97,29
561,6,88,4,1013.98,66
562,67,275,4,1284.32,14
563,67,446,1,656.75,26
564,82,310,4,1746.52,60
565,367,351,3,1403.92,64
566,229,33,-2,2482.52,18
567,169,467,5,1729.23,67
568,378,47,4,899.34,5
570,461,317,2,2213.07,22
571,358,292,4,331.83,23
572,141,452,1,1902.85,20
573,358,372,3,2181.11,8
574,391,284,2,407.63,52
575,259,393,3,2349.56,13
576,107,260,4,181.67,32
577,196,176,1,2250.57,59
578,129,59,2,2141.84,1
579,249,237,2,251.3,59
580,72,242,5,2470.26,56
581,311,52,2,572.85,2
582,87,40,1,2030.61,50
583,226,184,1,574.92,19
584,111,227,1,2105.39,68
585,200,354,5,959.56,13
586,396,194,1,2312.99,6
587,103,47,2,97.31,30
588,421,99,1,2055.88,43
589,409,428,1,2499.83,12
590,213,263,2,367.67,5
591,320,107,3,2806.27,24
592,119,110,4,362.36,15
593,335,162,3,85.35,51
594,337,418,2,871.45,8
595,454,112,5,1262.74,8
596,365,275,5,2384.22,13
597,308,167,5,2945.18,12
598,171,90,4,1924.29,17
599,35,172,3,102.06,61
600,328,380,5,735.66,65
601,120,11,5,1868.23,1
602,388,125,1,1878.31,54
603,152,104,1,497.43,63
604,473,372,2,1814.32,30
605,69,143,4,986.74,42
606,332,417,1,900.94,53
607,176,125,1,657.16,42
608,411,352,1,2104.02,31
609,267,165,2,591.46,48
610,36,489,1,617.77,62
611,47,89,2,1798.26,16
612,219,372,2,1427.87,10
613,218,91,2,1837.26,31
614,496,326,3,644.13,57
615,204,194,4,544.91,46
616,390,80,4,2467.83,55
617,219,438,-4,295.54,48
618,284,373,3,568.31,19
619,146,193,4,1708.32,58
620,367,241,4,627.36,17
623,210,454,4,164.54,9
624,100,391,1,1337.08,20
625,261,364,3,1491.43,44
626,475,218,3,2220.21,49
628,484,349,2,484.73,58
629,7,60,2,2324.37,20
630,266,466,4,607.03,10
631,130,355,4,941.55,54
632,301,158,5,2215.1,48
633,417,74,1,843.61,44
634,358,158,2,68.94,50
635,50,36,2,2332.54,0
636,376,221,4,553.37,36
637,102,250,3,586.85,17
638,96,103,1,224.0,27
639,133,462,2,2621.27,24
640,445,326,4,540.07,13
641,142,33,3,1059.35,15
642,345,390,5,347.39,62
643,341,299,1,2378.16,0
644,406,4,1,1158.21,66
645,478,249,5,1446.03,34
646,190,350,3,2675.95,43
647,341,205,3,1166.39,46
648,413,52,1,59.1,42
649,14,309,4,412.54,17
650,189,232,5,1874.14,31
651,2,327,4,2874.76,24
652,448,24,-3,2910.31,46
653,311,249,3,1230.49,29
655,376,198,4,916.9,12
657,408,45,5,938.98,63
658,87,459,5,1366.55,59
660,83,476,1,2790.45,3
661,369,132,4,2014.5,28
662,325,372,1,1501.28,68
663,330,176,3,1162.18,8
664,414,120,4,709.47,55
665,46,175,1,2234.71,14
666,294,189,2,425.88,14
667,160,32,3,1790.68,0
668,164,395,2,1126.82,54
669,55,203,2,77.11,28
670,429,113,4,1524.51,37
671,75,383,4,2012.78,36
672,258,353,1,414.22,39
673,254,150,5,2127.21,27
674,79,424,4,2164.46,42
675,473,444,2,2339.31,6
676,418,338,4,2741.51,38
679,359,439,3,1666.63,24
680,436,479,1,2143.28,6
681,227,357,4,1473.2,17
682,377,334,2,76.94,25
683,193,487,5,2948.97,18
684,183,499,2,1447.93,12
685,333,174,1,1800.51,65
686,126,18,2,400.47,51
687,335,382,4,1157.35,22
688,141,324,1,1976.93,48
689,43,63,-3,1493.19,14
690,141,356,5,2248.81,61
691,331,360,5,1329.29,61
692,33,366,5,2731.2,41
693,202,285,5,2461.52,2
694,429,300,5,1640.0,66
695,495,338,1,2697.93,26
696,3,285,2,1369.34,23
697,295,106,3,1975.29,16
698,44,64,1,1543.14,4
699,217,484,3,1991.57,21
700,464,401,2,915.52,66
701,356,161,5,1591.87,62
702,108,353,3,342.08,65
703,73,154,1,2575.45,24
704,111,303,2,1109.24,70
705,39,282,2,802.15,54
706,205,234,4,295.6,20
707,275,105,3,258.15,18
708,366,191,3,1712.74,24
709,421,79,5,983.26,53
710,40,139,4,417.63,31
711,34,169,1,1938.52,52
712,75,445,3,2404.39,34
714,90,270,1,2198.57,15
715,49,271,3,1079.26,62
716,139,312,5,342.25,70
718,245,304,5,426.34,51
719,337,65,1,470.88,19
720,471,372,5,1935.62,6
721,348,312,3,1283.82,31
722,409,240,4,1531.58,45
723,483,368,3,2650.09,66
725,40,374,3,758.11,10
726,44,381,1,893.26,7
727,493,486,4,1300.75,1
728,246,255,5,1569.28,17
730,384,177,1,770.47,68
731,311,230,5,2895.71,5
732,39,188,5,2526.26,22
733,217,254,5,1168.33,6
734,468,348,3,786.81,43
735,149,154,5,1475.22,15
736,112,473,3,949.22,50
737,479,238,5,2682.86,4
738,316,236,4,1019.23,0
739,456,370,3,599.17,44
740,252,102,-3,299.99,55
741,64,468,5,1487.87,52
742,116,241,2,1216.31,32
743,275,416,3,844.97,23
744,83,72,4,1093.53,56
745,57,98,-4,890.45,25
746,462,17,2,522.92,42
747,61,216,2,1492.75,34
748,167,385,4,2304.96,16
750,257,7,1,2313.79,44
754,359,127,3,2015.67,33
755,359,374,4,1531.89,13
756,118,62,2,440.27,19
757,476,75,1,1307.59,24
758,195,209,5,1598.66,6
759,246,32,2,1554.1,54
760,187,144,1,2831.85,34
761,94,21,4,51.58,6
762,144,466,3,1839.24,60
763,187,172,4,947.85,62
764,395,442,1,434.41,70
765,381,399,3,1787.29,46
766,108,300,5,1182.95,35
767,22,301,1,2906.57,15
768,474,51,2,270.89,57
769,372,243,5,2969.45,38
770,23,66,2,615.53,19
771,459,188,5,1373.02,44
772,248,215,1,1595.1,8
773,307,141,5,2105.28,21
774,407,498,2,2096.72,7
775,446,263,4,2916.04,68
776,197,288,2,2349.15,65
777,95,2,4,522.01,26
778,451,476,2,2382.41,1
779,133,156,4,2564.8,67
780,61,88,3,710.59,70
781,328,76,5,2829.04,5
782,448,405,3,201.98,34
783,274,60,2,54.13,26
784,167,43,3,2841.96,47
785,210,460,5,1853.87,17
786,422,183,3,696.87,1
787,276,337,3,2937.35,2
788,485,335,5,809.17,48
789,113,167,5,842.94,56
790,80,229,5,733.58,50
791,48,254,4,585.46,61
792,97,292,2,1497.03,22
793,159,84,2,2661.5,2
794,36,74,4,262.54,24
795,52,371,2,1604.0,51
796,197,11,1,374.6,48
798,406,495,3,77.72,1
799,437,363,1,300.65,43
800,418,84,2,956.79,56
801,279,355,4,839.0,7
802,53,279,5,925.38,5
803,73,1,5,2740.89,53
804,76,181,1,1983.33,49
805,352,453,2,2158.81,49
806,115,53,1,2871.58,14
807,61,185,3,2773.79,42
808,92,220,1,1614.92,19
809,77,458,5,2018.46,54
810,179,449,3,356.57,36
811,416,465,4,2148.35,33
812,399,336,1,482.44,19
813,418,35,2,383.83,61
814,75,47,4,1003.01,35
815,181,164,2,1507.91,49
816,309,407,4,1927.98,52
817,197,215,2,1670.55,31
818,275,421,5,728.84,68
819,270,296,1,2340.95,53
820,186,2,2,649.68,30
821,491,69,1,2766.67,60
822,435,435,1,2606.98,46
823,428,437,2,1676.93,18
824,29,383,4,456.51,28
825,357,495,2,1302.89,3
826,245,429,1,1802.08,9
827,73,41,2,772.89,46
828,77,392,1,588.15,53
829,241,211,2,2181.54,38
830,147,57,4,509.87,1
831,258,83,1,82.06,22
832,284,365,4,2497.08,58
833,217,477,5,512.56,29
834,381,109,1,1231.19,16
835,422,382,1,2929.16,23
836,245,161,5,1975.46,59
838,54,40,4,1119.97,13
839,84,278,-3,364.07,36
840,97,283,2,645.09,39
841,292,290,1,182.38,10
842,48,484,4,960.38,40
843,257,100,3,977.69,50
844,360,346,4,337.27,16
845,52,258,4,2432.11,64
846,245,301,-2,2613.0,48
847,350,238,1,282.32,19
848,453,111,1,2432.05,29
849,494,257,2,1573.09,20
850,230,403,5,437.03,43
851,21,457,3,2152.65,55
852,491,79,4,1722.36,9
853,74,393,4,2617.85,1
854,256,49,5,1391.68,11
855,35,144,2,1750.71,20
856,364,396,3,1409.19,22
857,333,474,4,464.32,56
858,21,187,1,2584.06,62
859,226,188,4,1561.81,16
860,43,350,5,1268.92,47
861,318,330,4,218.32,5
862,80,437,2,360.63,1
863,438,38,4,708.0,51
864,239,240,4,1945.33,44
865,375,56,4,2756.51,23
866,206,169,4,240.19,25
867,109,360,3,2236.79,62
868,280,80,1,2848.17,4
869,291,17,2,2964.04,40
870,405,221,4,2936.75,46
871,488,389,2,2066.83,2
872,43,73,3,254.31,22
873,447,215,4,1598.09,57
874,48,459,3,2709.84,6
875,85,102,3,1080.36,38
876,353,402,4,524.03,68
877,422,6,4,1704.68,49
878,166,341,5,2959.79,18
879,479,76,-3,1523.36,58
880,135,267,3,2180.74,52
881,325,231,4,1934.8,16
882,382,97,5,1289.52,27
883,111,179,5,668.8,48
884,190,417,2,1123.19,1
886,212,211,4,1087.6,58
887,59,475,5,568.65,42
888,305,84,4,1651.15,70
889,325,146,4,2121.17,55
890,46,333,1,98.46,13
891,52,325,4,1360.1,69
892,437,216,5,675.02,37
893,101,439,4,1435.24,14
894,212,465,1,2470.23,59
895,401,115,-4,1547.3,47
896,158,430,3,2712.89,33
897,461,466,4,1272.94,0
898,431,419,-1,1580.94,47
899,492,293,5,2978.85,21
900,99,316,2,1951.08,50
901,66,481,1,1927.01,54
902,265,82,2,1340.33,40
903,259,61,1,1912.75,16
904,429,284,4,519.21,33
905,14,224,3,84.04,11
906,472,498,5,282.38,69
907,233,325,-4,1912.93,16
908,153,100,3,1629.48,28
909,395,134,2,1994.81,48
911,236,475,5,1807.89,14
912,459,93,1,323.69,33
914,492,321,1,275.12,62
915,325,466,4,1380.09,40
916,463,92,2,1996.02,1
917,500,176,5,2981.53,15
918,3,82,4,1589.16,69
919,311,16,3,1631.06,24
920,111,444,5,1126.43,19
921,113,43,-2,2196.84,17
922,103,489,2,321.31,61
923,382,415,5,1512.62,59
924,129,89,5,633.74,24
925,299,407,3,2311.02,13
926,489,370,3,1489.1,26
927,418,164,4,1887.59,34
928,291,181,5,1153.18,25
929,491,262,1,796.54,4
930,181,204,4,138.32,67
931,405,96,2,1105.35,54
932,191,75,1,2349.57,47
933,368,169,-1,680.63,1
934,288,34,5,1187.49,29
935,53,288,5,870.24,27
936,294,458,5,1956.5,9
937,102,101,4,196.5,40
939,122,296,2,112.74,49
940,467,237,1,888.88,0
941,471,271,4,165.4,68
942,425,411,1,1274.48,12
943,205,41,3,1691.53,44
944,202,153,3,2104.55,6
945,432,192,4,2816.23,15
946,423,6,-1,459.27,6
947,116,88,3,309.65,55
948,3,479,3,2080.31,68
949,57,25,1,2844.08,5
950,139,358,1,552.5,48
951,65,164,2,2592.59,15
952,327,229,5,2021.29,52
953,339,251,5,2930.23,61
954,116,48,3,828.25,61
955,286,428,3,2624.97,45
956,498,254,2,227.79,9
958,264,440,1,974.41,67
959,435,259,3,361.7,19
960,198,500,2,1384.67,46
961,97,36,5,869.62,51
962,76,237,2,2634.78,13
963,96,137,1,134.33,58
964,61,475,5,1673.4,33
965,204,258,3,1321.0,19
966,190,51,3,194.95,34
967,100,151,4,608.88,54
968,312,253,2,1579.92,67
969,491,57,1,697.76,31
970,123,34,1,1619.79,34
972,403,105,3,1075.52,21
973,376,2,3,328.02,36
974,379,157,5,2565.06,61
975,86,96,2,1029.86,8
976,342,243,4,1312.37,1
977,452,40,1,553.64,33
978,299,1,1,1490.51,60
980,258,86,3,2277.23,67
981,232,252,1,2217.7,42
982,130,187,5,1403.31,62
983,457,266,3,2334.85,42
984,352,266,5,2198.24,34
985,439,113,1,1995.13,52
986,126,296,2,2235.99,3
987,100,472,4,2866.7,11
988,461,468,1,1375.34,69
989,455,170,5,1203.53,44
990,159,98,4,171.24,35
991,222,408,5,1392.33,15
992,256,475,3,2072.3,1
993,495,149,4,1890.2,66
994,34,410,2,919.44,36
995,423,304,4,414.14,36
996,181,339,4,2510.62,55
997,450,146,1,2366.53,44
998,489,45,5,2153.93,19
999,222,300,2,2758.87,25
1000,478,182,3,783.75,60
