order_id,customer_id,order_date,status,region_code
73,58.0,2025-09-16 11:36:03,RETURNED,NORTH
74,474.0,2025-06-13 04:37:07,DELIVERED,EAST
75,450.0,2024-12-25 16:02:45,CANCELLED,WEST
76,20.0,2025-02-27 01:16:27,RETURNED,WEST
77,20.0,2025-09-16 13:04:04,SHIPPED,NORTH
78,382.0,2025-08-19 04:23:12,DELIVERED,NORTH
79,173.0,2025-03-28 00:41:52,DELIVERED,WEST
80,440.0,2025-11-14 15:38:57,SHIPPED,SOUTH
81,154.0,2025-10-21 16:14:49,DELIVERED,EAST
82,374.0,2025-04-16 16:32:30,SHIPPED,WEST
83,109.0,2024-08-25 00:47:27,CANCELLED,EAST
84,421.0,2025-03-28 22:03:15,PLACED,EAST
85,364.0,2025-10-17 00:08:38,RETURNED,NORTH
86,89.0,2025-06-22 11:40:41,PLACED,SOUTH
87,17.0,2025-01-05 03:43:07,SHIPPED,EAST
88,189.0,2025-06-17 07:14:39,PLACED,NORTH
89,124.0,2026-01-05 16:52:51,SHIPPED,WEST
90,301.0,2025-09-21 04:30:39,DELIVERED,NORTH
91,,17-09-2024 02:51:28,RETURNED,SOUTH
92,439.0,2025-04-12 13:52:10,SHIPPED,EAST
93,334.0,06-09-2025 10:58:18,PLACED,WEST
94,467.0,2025-03-17 04:36:55,PLACED,SOUTH
95,130.0,2026-06-17 19:49:08,DELIVERED,WEST
96,459.0,2026-04-09 10:56:42,DELIVERED,SOUTH
97,239.0,2026-03-04 07:07:25,RETURNED,WEST
98,300.0,2024-11-03 18:58:24,DELIVERED,EAST
99,153.0,2024-12-12 08:09:44,DELIVERED,EAST
100,328.0,2024-09-19 16:22:54,DELIVERED,SOUTH
101,77.0,2024-09-15 21:34:32,PLACED,WEST
102,339.0,2025-09-12 22:03:55,PLACED,WEST
103,152.0,2025-02-06 08:07:48,CANCELLED,NORTH
104,299.0,2024-11-29 17:50:16,SHIPPED,EAST
105,372.0,2026-02-07 08:37:42,CANCELLED,EAST
106,260.0,2025-07-24 22:28:57,RETURNED,SOUTH
107,151.0,2025-02-18 01:43:17,DELIVERED,SOUTH
108,485.0,2024-12-08 09:41:06,PLACED,SOUTH
109,182.0,2025-10-16 15:52:25,CANCELLED,EAST
110,191.0,2025-11-22 04:52:57,PLACED,WEST
111,28.0,2025-06-16 06:54:45,RETURNED,NORTH
112,242.0,2024-10-08 01:57:36,CANCELLED,EAST
113,212.0,2026-06-19 03:58:16,SHIPPED,SOUTH
114,176.0,2025-12-25 03:58:11,CANCELLED,SOUTH
115,162.0,2025-07-21 06:28:09,PLACED,WEST
116,171.0,2026-01-03 01:47:54,PLACED,NORTH
117,232.0,2025-02-06 07:21:47,SHIPPED,SOUTH
118,251.0,2026-02-02 01:25:15,SHIPPED,WEST
119,325.0,2025-11-30 18:42:10,CANCELLED,WEST
120,,2025-03-29 02:42:36,DELIVERED,NORTH
121,457.0,2026-03-22 14:45:33,SHIPPED,NORTH
122,,2025-03-31 10:03:51,SHIPPED,EAST
123,160.0,2025-10-13 19:20:55,RETURNED,EAST
124,86.0,03-01-2026 14:22:18,DELIVERED,WEST
125,373.0,2024-12-25 01:37:33,CANCELLED,SOUTH
126,176.0,2024-11-30 00:02:24,SHIPPED,SOUTH
127,486.0,2026-01-01 00:09:01,PLACED,SOUTH
128,115.0,2025-01-15 00:19:01,PLACED,SOUTH
129,64.0,2024-08-12 11:21:34,PLACED,WEST
130,449.0,2026-04-24 21:09:56,RETURNED,NORTH
131,305.0,2025-10-25 07:35:50,PLACED,NORTH
132,354.0,2025-09-28 05:06:06,PLACED,EAST
133,243.0,2025-05-09 22:03:51,PLACED,EAST
134,216.0,2025-01-05 10:54:21,DELIVERED,SOUTH
135,215.0,2026-06-13 13:39:02,RETURNED,NORTH
136,145.0,2026-04-21 22:47:50,SHIPPED,SOUTH
137,399.0,2026-04-21 16:27:35,SHIPPED,EAST
138,361.0,2025-10-19 18:03:24,RETURNED,WEST
139,467.0,2025-03-19 00:08:28,DELIVERED,SOUTH
140,,2025-11-27 19:53:59,PLACED,WEST
141,77.0,2025-12-26 02:34:35,PLACED,NORTH
142,464.0,2025-06-05 09:27:20,DELIVERED,EAST
143,238.0,2024-08-31 02:42:55,PLACED,EAST
144,185.0,2026-04-11 12:40:42,PLACED,NORTH
145,436.0,09-11-2025 08:26:38,SHIPPED,SOUTH
146,169.0,2025-02-19 14:06:07,RETURNED,EAST
147,450.0,2025-04-22 20:28:22,DELIVERED,SOUTH
148,59.0,2025-10-26 17:37:03,DELIVERED,WEST
149,354.0,2024-09-13 09:51:09,SHIPPED,NORTH
150,68.0,2024-12-02 19:05:38,SHIPPED,NORTH
151,214.0,2025-09-30 09:12:36,RETURNED,WEST
152,93.0,2025-08-30 04:02:22,RETURNED,NORTH
153,442.0,2026-04-24 10:17:37,SHIPPED,WEST
154,472.0,2025-08-05 19:23:37,CANCELLED,NORTH
155,33.0,2025-07-09 16:46:01,RETURNED,SOUTH
156,490.0,2024-09-01 10:26:03,RETURNED,NORTH
157,222.0,2026-04-13 00:38:36,DELIVERED,WEST
158,77.0,2024-07-31 07:01:29,RETURNED,NORTH
159,6.0,2024-09-28 11:58:55,CANCELLED,WEST
160,446.0,2025-04-24 16:18:18,DELIVERED,SOUTH
161,170.0,2025-12-16 02:42:31,SHIPPED,WEST
162,207.0,2024-12-23 08:15:04,CANCELLED,WEST
163,46.0,2024-07-15 01:59:45,PLACED,WEST
164,382.0,2024-10-23 11:57:35,CANCELLED,NORTH
165,286.0,2025-09-18 04:57:34,RETURNED,EAST
166,456.0,2025-08-10 03:38:20,CANCELLED,EAST
167,187.0,2025-12-11 10:02:49,CANCELLED,EAST
168,287.0,2025-11-13 23:48:04,DELIVERED,WEST
169,59.0,2025-02-15 16:07:42,PLACED,EAST
170,182.0,2026-04-24 04:12:53,DELIVERED,EAST
171,360.0,2026-06-24 03:55:21,CANCELLED,SOUTH
172,421.0,2026-02-16 08:00:15,PLACED,EAST
173,313.0,2026-02-17 01:04:53,CANCELLED,SOUTH
174,235.0,2025-12-06 14:21:10,DELIVERED,NORTH
175,388.0,2025-05-17 16:42:51,RETURNED,NORTH
176,396.0,2025-11-13 05:03:06,RETURNED,SOUTH
177,494.0,2024-12-01 13:41:56,PLACED,WEST
178,430.0,2025-05-17 15:02:36,SHIPPED,SOUTH
179,375.0,2025-01-18 23:01:05,RETURNED,EAST
180,259.0,2024-08-01 19:45:56,RETURNED,SOUTH
181,141.0,2024-10-19 00:17:20,DELIVERED,WEST
182,413.0,2025-06-16 03:34:55,RETURNED,EAST
183,432.0,2025-05-25 15:15:27,RETURNED,SOUTH
184,103.0,2025-10-06 12:46:40,DELIVERED,SOUTH
185,364.0,2025-04-26 08:06:38,RETURNED,EAST
186,364.0,2025-03-18 05:12:55,CANCELLED,WEST
187,346.0,2026-04-03 08:15:27,DELIVERED,WEST
188,,2024-09-02 13:12:14,CANCELLED,SOUTH
189,28.0,2024-07-14 23:21:29,SHIPPED,EAST
190,350.0,2024-07-25 20:58:41,DELIVERED,SOUTH
191,386.0,2024-12-22 01:55:13,CANCELLED,NORTH
192,316.0,2025-05-31 05:38:04,SHIPPED,WEST
193,122.0,2026-06-06 09:27:00,DELIVERED,NORTH
194,475.0,2025-08-07 21:00:58,DELIVERED,NORTH
195,7.0,2025-02-10 23:13:49,CANCELLED,SOUTH
196,467.0,2024-08-09 15:37:54,DELIVERED,SOUTH
197,398.0,2024-11-28 04:01:01,CANCELLED,SOUTH
198,350.0,2024-10-03 04:13:36,RETURNED,NORTH
199,,2026-01-05 05:57:08,DELIVERED,SOUTH
200,83.0,2025-07-22 09:55:05,DELIVERED,WEST
201,364.0,27-08-2024 12:03:05,DELIVERED,NORTH
202,397.0,2024-11-21 20:07:06,DELIVERED,WEST
203,405.0,2026-03-05 07:07:31,DELIVERED,SOUTH
204,490.0,2024-12-13 16:24:12,RETURNED,SOUTH
205,213.0,2026-06-18 03:08:41,DELIVERED,SOUTH
206,453.0,2025-11-19 01:39:18,DELIVERED,EAST
207,112.0,2026-01-13 04:53:20,CANCELLED,NORTH
208,59.0,2026-01-05 20:27:51,RETURNED,SOUTH
209,,2025-10-09 03:43:39,CANCELLED,NORTH
210,198.0,2025-02-10 02:37:37,PLACED,EAST
211,264.0,2025-07-01 12:26:02,PLACED,EAST
212,460.0,2025-05-03 04:31:51,PLACED,NORTH
213,86.0,2025-10-18 03:29:20,RETURNED,NORTH
214,321.0,2025-03-09 01:28:59,SHIPPED,WEST
215,428.0,2026-04-24 07:31:33,CANCELLED,NORTH
216,383.0,03-06-2025 06:26:22,DELIVERED,NORTH
217,45.0,2025-12-18 09:14:06,DELIVERED,NORTH
218,295.0,2025-03-29 20:00:34,CANCELLED,WEST
219,231.0,2025-06-02 23:17:49,PLACED,WEST
220,345.0,30-10-2025 01:16:31,RETURNED,NORTH
221,388.0,28-04-2025 04:04:11,PLACED,EAST
222,476.0,2025-06-07 19:07:08,DELIVERED,NORTH
223,145.0,2025-05-16 21:02:51,CANCELLED,NORTH
224,243.0,2025-08-11 03:57:51,CANCELLED,EAST
225,492.0,2025-03-26 00:22:51,DELIVERED,NORTH
226,284.0,2024-12-20 05:04:12,PLACED,NORTH
227,294.0,2026-01-16 09:29:16,PLACED,EAST
228,108.0,2025-06-22 09:57:28,DELIVERED,SOUTH
229,212.0,2025-04-30 03:46:31,SHIPPED,SOUTH
230,95.0,2024-07-24 07:03:34,SHIPPED,NORTH
231,93.0,2026-07-04 16:18:52,PLACED,WEST
232,331.0,2024-12-31 09:24:05,PLACED,EAST
233,51.0,2025-12-26 15:23:57,DELIVERED,EAST
234,66.0,2025-06-10 10:44:52,DELIVERED,NORTH
235,461.0,2025-05-05 22:55:13,DELIVERED,EAST
236,356.0,2025-02-21 22:57:00,DELIVERED,EAST
237,491.0,14-12-2025 22:02:27,SHIPPED,SOUTH
238,365.0,2025-01-24 18:56:11,DELIVERED,SOUTH
239,348.0,2024-08-24 10:23:12,CANCELLED,WEST
240,184.0,2026-02-15 13:43:21,PLACED,SOUTH
241,331.0,2025-11-30 03:08:09,SHIPPED,SOUTH
242,135.0,2025-11-01 14:35:15,PLACED,NORTH
243,435.0,09-12-2025 04:59:50,RETURNED,WEST
244,394.0,2024-07-18 20:52:41,RETURNED,EAST
245,279.0,2026-05-04 20:58:14,SHIPPED,EAST
246,201.0,2025-11-16 13:39:05,DELIVERED,SOUTH
247,238.0,2025-08-09 05:38:59,DELIVERED,NORTH
248,340.0,2024-08-03 04:54:05,RETURNED,SOUTH
249,388.0,2025-04-18 18:46:08,SHIPPED,SOUTH
250,377.0,2026-03-13 15:44:48,PLACED,SOUTH
251,390.0,2025-05-27 16:55:23,DELIVERED,SOUTH
252,22.0,2026-04-03 19:58:34,DELIVERED,WEST
253,241.0,2026-06-27 14:41:46,PLACED,EAST
254,53.0,2024-11-15 19:47:04,DELIVERED,EAST
255,297.0,2026-03-20 20:41:17,CANCELLED,EAST
256,301.0,2026-01-05 14:20:35,RETURNED,EAST
257,193.0,2024-12-28 03:16:02,CANCELLED,EAST
258,419.0,2025-05-23 17:45:27,CANCELLED,NORTH
259,257.0,2026-01-12 07:47:49,SHIPPED,NORTH
260,264.0,2025-11-27 00:27:39,SHIPPED,SOUTH
261,186.0,2024-08-20 01:14:33,SHIPPED,WEST
262,416.0,2024-07-31 01:32:34,CANCELLED,WEST
263,108.0,2025-10-25 12:18:05,CANCELLED,NORTH
264,,2026-04-02 22:39:25,SHIPPED,SOUTH
265,323.0,2025-04-25 10:07:41,SHIPPED,NORTH
266,86.0,2025-03-04 04:54:18,CANCELLED,NORTH
267,450.0,2026-03-01 17:49:51,DELIVERED,NORTH
268,111.0,2025-01-08 18:04:04,CANCELLED,SOUTH
269,113.0,2025-10-18 03:11:34,RETURNED,SOUTH
270,320.0,2026-01-05 15:36:39,DELIVERED,WEST
271,306.0,2025-09-26 08:05:05,CANCELLED,SOUTH
272,,2025-09-22 08:29:00,RETURNED,WEST
273,424.0,2025-08-03 19:33:56,CANCELLED,NORTH
274,450.0,2026-03-11 02:47:02,PLACED,NORTH
275,247.0,2025-03-04 03:47:31,RETURNED,NORTH
276,460.0,2025-04-30 23:10:30,CANCELLED,WEST
277,190.0,2025-07-15 09:22:47,CANCELLED,SOUTH
278,481.0,2026-06-13 12:10:08,CANCELLED,EAST
279,302.0,2026-04-26 18:25:52,RETURNED,NORTH
280,218.0,2024-07-15 11:21:03,SHIPPED,NORTH
281,146.0,2025-07-19 06:09:34,DELIVERED,SOUTH
282,3.0,2025-04-11 00:45:25,RETURNED,NORTH
283,,2026-04-22 11:14:26,DELIVERED,WEST
284,186.0,2024-09-30 07:57:21,RETURNED,EAST
285,134.0,2025-08-10 15:47:48,DELIVERED,EAST
286,349.0,2026-01-07 22:45:57,RETURNED,WEST
287,92.0,2025-11-25 09:26:02,DELIVERED,EAST
288,296.0,2026-01-28 16:04:02,SHIPPED,NORTH
289,383.0,2026-05-24 07:43:33,SHIPPED,NORTH
290,110.0,2026-02-18 14:38:17,RETURNED,NORTH
291,83.0,2025-04-09 23:51:35,PLACED,SOUTH
292,242.0,2025-02-20 01:11:37,PLACED,EAST
293,114.0,2025-07-19 10:13:06,CANCELLED,WEST
294,315.0,2024-09-28 06:08:20,RETURNED,NORTH
295,485.0,2025-01-30 03:50:27,CANCELLED,WEST
296,6.0,2026-07-08 10:59:05,RETURNED,EAST
297,,2026-01-16 20:01:03,RETURNED,SOUTH
298,315.0,08-07-2026 03:08:45,SHIPPED,NORTH
299,500.0,2025-09-12 22:46:35,CANCELLED,EAST
300,343.0,2026-04-30 02:44:26,RETURNED,NORTH
301,378.0,2026-03-12 18:06:06,RETURNED,EAST
302,372.0,2026-06-09 20:33:42,DELIVERED,EAST
303,494.0,2026-05-04 15:15:08,SHIPPED,WEST
304,477.0,28-06-2025 19:49:02,SHIPPED,WEST
305,260.0,2026-01-20 04:24:27,DELIVERED,EAST
306,485.0,2024-10-08 13:11:35,DELIVERED,EAST
307,356.0,2026-02-16 02:04:57,CANCELLED,SOUTH
308,388.0,2025-08-26 18:25:08,CANCELLED,NORTH
309,247.0,2024-10-23 12:57:40,SHIPPED,SOUTH
310,410.0,2026-07-12 09:08:37,RETURNED,NORTH
311,359.0,2025-06-05 17:55:48,PLACED,WEST
312,345.0,2026-06-24 02:01:48,RETURNED,SOUTH
313,244.0,2026-04-27 01:03:12,RETURNED,EAST
314,94.0,2024-11-22 18:43:33,SHIPPED,WEST
315,378.0,2025-08-26 07:40:17,DELIVERED,SOUTH
316,118.0,2026-05-29 01:22:09,RETURNED,EAST
317,80.0,2026-02-04 13:39:14,PLACED,WEST
318,,2025-11-17 19:11:36,PLACED,WEST
319,191.0,2025-03-10 22:09:47,RETURNED,EAST
320,252.0,2025-09-07 04:56:54,RETURNED,EAST
321,204.0,2026-04-22 20:52:11,PLACED,WEST
322,245.0,21-10-2025 07:16:55,DELIVERED,WEST
323,441.0,2025-03-12 01:47:53,PLACED,WEST
324,162.0,11-09-2024 16:19:17,SHIPPED,WEST
325,298.0,2026-07-03 13:52:35,DELIVERED,SOUTH
326,281.0,2026-03-27 21:19:32,RETURNED,EAST
327,188.0,2025-08-17 10:43:30,CANCELLED,EAST
328,187.0,2024-08-13 06:06:32,SHIPPED,SOUTH
329,295.0,2026-01-29 18:21:34,DELIVERED,SOUTH
330,285.0,2026-06-12 12:26:02,SHIPPED,SOUTH
331,243.0,2025-07-23 15:23:02,CANCELLED,SOUTH
332,458.0,2025-01-04 01:04:56,DELIVERED,WEST
333,154.0,2026-02-19 06:46:21,PLACED,WEST
334,51.0,2025-07-21 11:21:08,DELIVERED,WEST
335,430.0,2026-06-29 07:16:46,DELIVERED,EAST
336,185.0,2026-05-29 05:48:21,DELIVERED,EAST
337,11.0,2024-08-15 19:40:41,RETURNED,SOUTH
338,296.0,2024-08-15 05:57:49,SHIPPED,EAST
339,182.0,2024-09-17 23:42:17,CANCELLED,NORTH
340,196.0,2026-06-13 12:13:04,SHIPPED,SOUTH
341,328.0,2025-08-07 15:14:00,RETURNED,WEST
342,435.0,2026-04-23 15:48:04,DELIVERED,SOUTH
343,161.0,2026-04-06 02:51:26,DELIVERED,WEST
344,139.0,2025-09-05 07:11:10,DELIVERED,WEST
345,212.0,2024-07-17 02:18:36,SHIPPED,SOUTH
346,339.0,2026-03-11 17:36:47,PLACED,SOUTH
347,86.0,2026-03-05 21:36:48,CANCELLED,NORTH
348,14.0,2024-09-29 06:31:08,PLACED,NORTH
349,135.0,2026-06-14 19:30:36,CANCELLED,EAST
350,118.0,2026-04-17 16:57:56,SHIPPED,SOUTH
351,270.0,10-02-2026 06:17:13,DELIVERED,EAST
352,443.0,2025-08-24 20:33:36,RETURNED,EAST
353,281.0,2026-01-12 20:34:58,RETURNED,SOUTH
354,303.0,2025-08-18 21:41:25,RETURNED,WEST
355,269.0,2025-12-20 15:37:13,DELIVERED,WEST
356,277.0,2026-03-03 17:38:04,DELIVERED,EAST
357,212.0,2025-01-27 06:42:09,PLACED,SOUTH
358,177.0,2024-07-21 12:14:41,CANCELLED,WEST
359,,2024-08-27 05:01:58,DELIVERED,SOUTH
360,,2025-02-01 20:02:43,CANCELLED,WEST
361,203.0,2026-06-30 23:30:59,CANCELLED,WEST
362,113.0,2025-03-12 04:21:57,SHIPPED,EAST
363,146.0,2025-06-24 05:37:39,DELIVERED,WEST
364,97.0,2025-03-16 23:48:03,DELIVERED,NORTH
365,327.0,2024-07-17 00:46:19,RETURNED,WEST
366,97.0,2026-02-05 22:21:02,RETURNED,NORTH
367,96.0,2024-12-25 13:38:31,SHIPPED,WEST
368,,2025-09-16 08:27:59,PLACED,WEST
369,112.0,2026-06-22 19:43:19,CANCELLED,EAST
370,238.0,09-12-2025 18:19:02,PLACED,SOUTH
371,29.0,2026-02-12 07:14:43,RETURNED,WEST
372,93.0,2026-07-02 22:54:58,CANCELLED,NORTH
373,63.0,2026-06-29 04:45:33,CANCELLED,WEST
374,127.0,16-03-2025 20:29:46,CANCELLED,NORTH
375,267.0,2025-08-13 00:23:28,CANCELLED,EAST
376,480.0,2025-10-20 12:31:15,PLACED,NORTH
377,130.0,2024-07-18 11:59:48,DELIVERED,NORTH
378,443.0,2026-06-08 16:35:09,SHIPPED,WEST
379,,2025-05-06 21:01:18,RETURNED,NORTH
380,203.0,08-11-2025 17:41:59,PLACED,WEST
381,353.0,2024-09-17 16:48:39,PLACED,SOUTH
382,81.0,2026-04-20 17:44:30,DELIVERED,NORTH
383,31.0,2025-06-03 01:53:45,RETURNED,NORTH
384,65.0,2024-08-01 22:10:16,RETURNED,EAST
385,413.0,2025-04-02 01:39:26,PLACED,WEST
386,184.0,2025-10-22 16:45:14,PLACED,WEST
387,362.0,2026-06-23 17:32:22,CANCELLED,SOUTH
388,291.0,2024-12-21 03:42:31,CANCELLED,EAST
389,445.0,2025-08-15 01:15:49,RETURNED,SOUTH
390,36.0,2026-01-23 03:13:12,DELIVERED,EAST
391,,2024-08-27 11:15:18,CANCELLED,SOUTH
392,,2025-03-15 05:16:44,RETURNED,SOUTH
393,165.0,2024-11-29 22:11:35,RETURNED,WEST
394,98.0,2025-04-09 01:31:22,RETURNED,SOUTH
395,314.0,2024-09-23 01:33:47,DELIVERED,NORTH
396,50.0,2024-09-16 05:20:16,SHIPPED,SOUTH
397,,2025-07-13 11:19:55,SHIPPED,NORTH
398,17.0,2025-06-07 08:03:57,CANCELLED,EAST
399,26.0,2025-03-11 01:33:35,PLACED,NORTH
400,477.0,2025-04-11 21:18:58,PLACED,WEST
401,411.0,2024-12-09 02:45:55,CANCELLED,EAST
402,407.0,2025-12-19 03:37:40,DELIVERED,NORTH
403,376.0,2026-03-19 17:18:26,SHIPPED,NORTH
404,52.0,2025-07-08 05:27:37,SHIPPED,SOUTH
405,270.0,2025-12-03 04:38:14,SHIPPED,WEST
406,383.0,2025-08-16 07:14:13,DELIVERED,WEST
407,360.0,2026-02-16 21:34:40,SHIPPED,SOUTH
408,282.0,2025-07-25 20:58:54,SHIPPED,WEST
409,478.0,2024-08-18 11:03:38,DELIVERED,EAST
410,212.0,2024-08-02 20:03:00,DELIVERED,SOUTH
411,289.0,2025-10-05 11:28:55,RETURNED,EAST
412,185.0,2025-06-10 03:55:44,CANCELLED,NORTH
413,,2026-07-07 09:56:54,PLACED,SOUTH
414,456.0,2026-02-07 03:44:18,SHIPPED,SOUTH
415,439.0,2025-01-29 17:35:48,DELIVERED,SOUTH
416,,2025-07-25 04:22:04,SHIPPED,EAST
417,188.0,2025-02-04 13:55:14,DELIVERED,EAST
418,48.0,2026-03-08 03:27:40,SHIPPED,NORTH
419,371.0,2026-01-28 06:57:50,CANCELLED,NORTH
420,305.0,08-11-2025 18:46:01,RETURNED,WEST
421,41.0,2025-11-01 08:17:50,DELIVERED,EAST
422,451.0,2026-01-08 22:19:39,PLACED,SOUTH
423,383.0,2026-04-17 03:01:51,PLACED,WEST
424,28.0,28-08-2025 03:44:11,RETURNED,SOUTH
425,168.0,2025-09-16 08:52:07,PLACED,WEST
426,498.0,2024-12-04 05:17:49,RETURNED,NORTH
427,114.0,2024-09-13 00:09:15,SHIPPED,SOUTH
428,173.0,2025-02-21 11:34:57,PLACED,WEST
429,135.0,2024-10-04 21:13:13,SHIPPED,SOUTH
430,247.0,2025-05-28 09:32:35,RETURNED,SOUTH
431,288.0,2026-01-12 09:09:16,SHIPPED,SOUTH
432,37.0,2024-11-27 06:14:33,RETURNED,NORTH
433,58.0,2024-07-22 12:15:16,DELIVERED,SOUTH
434,165.0,2025-06-30 03:28:12,DELIVERED,SOUTH
435,180.0,2025-12-17 04:55:27,CANCELLED,SOUTH
436,,2026-01-18 13:07:42,SHIPPED,EAST
437,80.0,2026-02-19 01:30:19,PLACED,NORTH
438,125.0,2025-09-27 17:14:16,DELIVERED,NORTH
439,176.0,2026-02-09 20:03:21,CANCELLED,WEST
440,12.0,2026-03-29 03:14:44,SHIPPED,SOUTH
441,280.0,2026-05-03 05:46:57,CANCELLED,SOUTH
442,356.0,23-03-2026 19:55:41,RETURNED,NORTH
443,131.0,2025-09-05 15:05:58,RETURNED,EAST
444,28.0,2025-03-16 07:10:11,PLACED,WEST
445,339.0,2025-02-13 06:21:57,DELIVERED,NORTH
446,10.0,2025-04-03 20:51:31,CANCELLED,SOUTH
447,195.0,2026-04-28 22:52:15,DELIVERED,WEST
448,444.0,2025-05-26 03:52:25,SHIPPED,WEST
449,288.0,03-06-2026 06:19:33,SHIPPED,EAST
450,171.0,2024-12-21 03:44:05,PLACED,EAST
451,351.0,2024-08-26 05:43:58,SHIPPED,EAST
452,416.0,2026-04-26 02:20:18,CANCELLED,NORTH
453,484.0,2024-07-17 19:39:54,SHIPPED,EAST
454,460.0,2025-03-12 04:49:45,CANCELLED,SOUTH
455,214.0,2025-08-06 17:04:42,DELIVERED,EAST
456,230.0,2024-08-04 06:33:17,SHIPPED,SOUTH
457,442.0,2026-02-22 22:21:47,RETURNED,SOUTH
458,221.0,2024-10-08 10:16:30,SHIPPED,SOUTH
459,163.0,2025-11-09 07:01:38,PLACED,SOUTH
460,163.0,2024-09-14 09:58:35,PLACED,EAST
461,451.0,2025-09-27 02:57:41,DELIVERED,WEST
462,382.0,2025-01-08 12:39:45,DELIVERED,SOUTH
463,399.0,2026-05-30 01:46:54,PLACED,EAST
464,311.0,2024-11-07 00:37:53,SHIPPED,SOUTH
